T X Y S0 S1 S2 S3 
1 8893.4 7812.066 4 18 23 50 
2 8899.716 7795.309 5 19 28 40 
3 8902.096 7788.982 5 11 20 41 
4 8904.477 7782.422 4 19 23 47 
5 8909.561 7769.779 5 12 29 55 
6 8932.195 7711.568 3 11 21 40 
7 8935.383 7703.362 5 8 20 44 
8 8937.43 7698.103 5 16 22 41 
9 8952.317 7659.863 3 16 21 57 
10 8953.441 7656.972 3 13 27 51 
11 8953.441 7656.972 4 10 27 42 
12 8953.441 7656.972 3 18 27 46 
13 8953.441 7656.972 4 13 21 41 
14 8953.441 7656.972 5 19 26 47 
15 8953.441 7656.972 4 10 20 41 
16 8953.441 7656.972 4 9 25 51 
17 8953.441 7656.972 3 16 28 46 
18 8953.441 7656.972 5 14 29 59 
19 8953.441 7656.972 4 18 25 53 
20 8953.441 7656.972 3 13 25 41 
21 8959.185 7642.205 3 8 25 52 
22 8966.431 7623.624 4 18 24 41 
23 8969.286 7616.297 5 8 20 50 
24 8971.499 7610.626 3 13 23 54 
25 9001.836 7532.845 3 9 22 47 
26 9004.858 7524.561 5 10 25 46 
27 9008.02 7516.621 4 18 20 46 
28 9033.315 7453.062 3 15 25 44 
29 9047.023 7420.149 4 10 29 41 
30 9055.357 7400.134 5 15 28 55 
31 9056.491 7397.198 4 11 27 52 
32 9061.858 7383.232 3 17 22 58 
33 9065.327 7374.347 4 12 26 49 
34 9091.335 7307.753 4 15 28 52 
35 9092.864 7303.839 4 14 23 44 
36 9090.697 7283.601 5 12 21 40 
37 9088.579 7273.694 4 17 25 57 
38 9071.388 7193.411 5 14 21 49 
39 9067.171 7173.741 5 9 28 40 
40 9071.388 7193.411 3 9 25 51 
41 9088.579 7273.694 3 10 25 59 
42 9090.697 7283.601 5 15 23 47 
43 9092.864 7303.839 5 15 21 44 
44 9091.335 7307.753 3 8 25 59 
45 9065.327 7374.347 4 12 25 52 
46 9061.858 7383.232 4 18 22 51 
47 9056.491 7397.198 4 17 25 46 
48 9055.357 7400.134 3 11 24 52 
49 9047.023 7420.149 4 16 22 54 
50 9033.315 7453.062 3 11 29 57 
51 9008.02 7516.621 4 11 28 51 
52 9004.858 7524.561 5 16 21 43 
53 9001.836 7532.845 5 9 28 46 
54 8971.499 7610.626 5 18 22 48 
55 8969.286 7616.297 5 11 25 41 
56 8966.431 7623.624 4 17 20 45 
57 8959.185 7642.205 5 19 27 46 
58 8953.441 7656.972 4 12 25 57 
59 8952.317 7659.863 4 15 28 59 
60 8937.43 7698.103 4 19 20 46 
61 8935.383 7703.362 5 17 29 55 
62 8932.195 7711.568 4 12 28 58 
63 8909.561 7769.779 3 9 29 49 
64 8904.477 7782.422 3 13 25 54 
65 8902.096 7788.982 3 18 23 56 
66 8899.716 7795.309 3 15 29 45 
67 8893.4 7812.066 4 8 21 46 
68 8888.569 7824.898 3 17 26 41 
69 8893.4 7812.066 5 15 28 53 
70 8899.716 7795.309 5 12 23 42 
71 8902.096 7788.982 5 8 22 46 
72 8904.477 7782.422 3 13 20 53 
73 8909.561 7769.779 5 13 23 48 
74 8932.195 7711.568 3 9 26 47 
75 8935.383 7703.362 5 10 26 52 
76 8937.43 7698.103 5 12 21 41 
77 8952.317 7659.863 5 12 26 56 
78 8953.441 7656.972 4 11 20 49 
79 8959.185 7642.205 3 13 22 43 
80 8966.431 7623.624 5 13 26 42 
81 8969.286 7616.297 3 12 29 48 
82 8971.499 7610.626 4 14 20 43 
83 9001.836 7532.845 5 18 24 43 
84 9004.858 7524.561 3 16 20 56 
85 9008.02 7516.621 5 14 27 50 
86 9033.315 7453.062 5 17 29 43 
87 9047.023 7420.149 4 14 28 52 
88 9055.357 7400.134 5 12 23 57 
89 9056.491 7397.198 3 17 25 52 
90 9061.858 7383.232 5 17 24 40 
91 9065.327 7374.347 3 11 21 53 
92 9091.335 7307.753 3 15 24 50 
93 9092.864 7303.839 5 19 20 48 
94 9090.697 7283.601 4 8 25 51 
95 9088.579 7273.694 3 13 25 56 
96 9071.388 7193.411 4 12 27 53 
97 9067.171 7173.741 3 13 25 59 
98 9071.388 7193.411 3 8 23 58 
99 9088.579 7273.694 3 14 20 40 
100 9090.697 7283.601 3 8 27 52 
101 9092.864 7303.839 5 11 22 42 
102 9091.335 7307.753 3 16 29 52 
103 9065.327 7374.347 3 14 22 55 
104 9061.858 7383.232 4 8 28 40 
105 9056.491 7397.198 3 13 28 46 
106 9055.357 7400.134 5 12 25 45 
107 9047.023 7420.149 5 13 26 52 
108 9033.315 7453.062 4 14 27 56 
109 9008.02 7516.621 5 13 21 46 
110 9004.858 7524.561 3 14 24 42 
111 9001.836 7532.845 5 18 23 50 
112 8971.499 7610.626 4 17 28 59 
113 8969.286 7616.297 3 13 24 42 
114 8966.431 7623.624 4 19 26 43 
115 8959.185 7642.205 5 13 21 42 
116 8953.441 7656.972 4 8 24 44 
117 8952.317 7659.863 3 12 25 53 
118 8937.43 7698.103 5 12 23 46 
119 8937.43 7698.103 4 10 22 42 
