T X Y S0 S1 S2 S3 
2 4111.928 5978.406 3 19 25 47 
3 4199.441 6063.015 3 14 22 41 
4 4287.169 6153.194 3 11 22 56 
5 4320.543 6187.497 4 18 20 51 
6 4334.009 6201.341 3 18 25 54 
7 4370.272 6237.713 3 14 20 48 
8 4443.972 6311.646 3 9 27 49 
9 4580.284 6447.527 3 18 26 45 
10 4617.754 6484.777 4 13 24 57 
11 4656.361 6523.584 4 8 24 47 
12 4678.948 6545.489 5 13 25 40 
13 4722.609 6583.918 5 19 25 50 
14 4814.431 6647.344 4 13 20 50 
15 4839.088 6663.912 4 11 22 50 
16 4880.372 6691.322 4 13 21 46 
17 4887.744 6696.214 5 14 25 54 
18 4890.388 6697.971 5 13 23 59 
19 4920.543 6717.997 5 13 25 48 
20 5002.339 6772.316 5 15 27 57 
21 5022.958 6786.004 5 13 25 43 
22 5068.838 6815.137 5 17 24 54 
23 5075.318 6819.251 4 19 26 58 
24 5078.61 6821.509 4 11 21 55 
25 5089.501 6828.97 3 11 25 47 
26 5116.555 6847.495 5 16 21 59 
27 5127.439 6854.456 3 13 25 55 
28 5136.807 6860.449 4 8 23 46 
29 5146.009 6866.442 4 13 22 55 
30 5155.456 6872.781 5 10 20 48 
31 5157.882 6874.404 4 13 20 42 
32 5186.774 6894.753 4 19 21 45 
33 5218.046 6918.382 4 15 26 46 
34 5221.355 6920.883 3 17 24 40 
35 5241.036 6935.683 5 18 26 57 
36 5276.948 6962.693 3 18 21 45 
37 5288.916 6971.7 4 16 23 53 
38 5304.963 6983.764 3 9 23 42 
39 5318.559 6993.994 3 13 26 58 
40 5349.087 7016.956 4 14 24 55 
41 5360.344 7027.075 5 9 20 49 
42 5402.747 7065.214 3 9 28 58 
43 5411.763 7073.332 3 13 27 49 
44 5422.399 7082.661 4 15 28 57 
45 5483.474 7136.279 5 17 28 51 
46 5495.624 7146.943 5 18 27 44 
47 5508.64 7158.407 5 10 25 40 
48 5531.539 7178.578 4 9 22 47 
49 5553.309 7197.759 4 19 23 51 
50 5577.731 7220.665 3 14 22 54 
51 5609.83 7247.496 4 16 27 44 
52 5637.254 7272.037 5 16 28 54 
53 5652.539 7284.257 4 14 23 42 
54 5637.254 7272.037 5 14 20 56 
55 5609.83 7247.496 4 10 22 58 
56 5577.731 7220.665 4 13 28 41 
57 5553.309 7197.759 4 17 24 49 
58 5531.539 7178.578 4 16 29 42 
59 5508.64 7158.407 5 13 27 57 
60 5495.624 7146.943 3 12 29 46 
61 5483.474 7136.279 5 15 26 54 
62 5422.399 7082.661 5 9 20 40 
63 5411.763 7073.332 5 13 20 50 
64 5402.747 7065.214 3 14 26 58 
65 5360.344 7027.075 5 12 29 43 
66 5349.087 7016.956 4 18 24 48 
67 5318.559 6993.994 3 13 23 40 
68 5304.963 6983.764 4 16 23 41 
69 5288.916 6971.7 4 19 24 51 
70 5276.948 6962.693 3 14 21 57 
71 5241.036 6935.683 5 9 25 54 
72 5221.355 6920.883 5 18 20 44 
73 5218.046 6918.382 4 8 28 54 
74 5186.774 6894.753 3 18 20 53 
75 5157.882 6874.404 5 14 27 45 
76 5155.456 6872.781 5 10 29 50 
77 5146.009 6866.442 5 14 20 59 
78 5136.807 6860.449 3 13 21 45 
79 5127.439 6854.456 3 9 28 54 
80 5116.555 6847.495 5 16 28 53 
81 5089.501 6828.97 5 17 29 56 
82 5078.61 6821.509 3 9 27 43 
83 5075.318 6819.251 3 14 22 51 
84 5068.838 6815.137 4 14 25 41 
85 5022.958 6786.004 5 18 26 47 
86 5002.339 6772.316 5 14 29 41 
87 4920.543 6717.997 5 17 24 50 
88 4890.388 6697.971 5 11 20 49 
89 4887.744 6696.214 4 8 28 50 
90 4880.372 6691.322 5 15 26 50 
91 4839.088 6663.912 4 18 20 42 
92 4814.431 6647.344 3 11 20 59 
93 4722.609 6583.918 4 16 20 54 
94 4678.948 6545.489 4 9 29 55 
95 4656.361 6523.584 3 16 24 49 
96 4617.754 6484.777 5 12 20 55 
97 4580.284 6447.527 5 10 20 47 
98 4443.972 6311.646 4 10 24 40 
99 4370.272 6237.713 4 9 24 41 
100 4334.009 6201.341 5 18 26 52 
101 4320.543 6187.497 5 9 22 40 
102 4287.169 6153.194 3 17 21 48 
103 4199.441 6063.015 3 13 26 40 
104 4111.928 5978.406 4 16 27 59 
105 4048.982 5917.549 3 17 22 57 
106 4111.928 5978.406 3 14 29 45 
107 4199.441 6063.015 4 10 25 48 
108 4287.169 6153.194 5 17 25 59 
109 4320.543 6187.497 5 15 26 47 
110 4334.009 6201.341 4 13 22 50 
111 4370.272 6237.713 3 14 27 40 
112 4443.972 6311.646 4 14 20 59 
113 4580.284 6447.527 4 16 21 44 
114 4617.754 6484.777 5 13 24 58 
115 4656.361 6523.584 4 16 23 54 
116 4678.948 6545.489 3 11 20 40 
117 4722.609 6583.918 4 17 21 44 
118 4814.431 6647.344 4 17 23 53 
119 4814.431 6647.344 4 13 26 45 
