T X Y S0 S1 S2 S3 
2 8893.4 7812.066 4 12 23 52 
3 8899.716 7795.309 4 15 24 59 
4 8902.096 7788.982 4 15 29 53 
5 8904.477 7782.422 4 17 22 48 
6 8909.561 7769.779 5 17 21 40 
7 8932.195 7711.568 3 18 28 42 
8 8935.383 7703.362 5 10 24 46 
9 8937.43 7698.103 4 8 22 45 
10 8952.317 7659.863 4 14 26 45 
11 8953.441 7656.972 5 16 20 56 
12 8953.441 7656.972 4 14 20 41 
13 8953.441 7656.972 3 9 29 57 
14 8953.441 7656.972 4 14 24 40 
15 8953.441 7656.972 4 18 20 44 
16 8953.441 7656.972 4 15 29 43 
17 8953.441 7656.972 5 16 24 58 
18 8953.441 7656.972 5 8 23 51 
19 8953.441 7656.972 5 10 29 57 
20 8953.441 7656.972 5 17 27 44 
21 8953.441 7656.972 4 19 29 41 
22 8959.185 7642.205 4 16 26 46 
23 8966.431 7623.624 3 13 25 40 
24 8969.286 7616.297 5 12 22 53 
25 8971.499 7610.626 3 16 22 56 
26 9001.836 7532.845 5 12 21 42 
27 9004.858 7524.561 3 8 29 40 
28 9008.02 7516.621 3 15 20 48 
29 9033.315 7453.062 3 11 21 49 
30 9047.023 7420.149 5 16 23 55 
31 9055.357 7400.134 4 11 21 44 
32 9056.491 7397.198 3 10 26 58 
33 9061.858 7383.232 3 13 21 44 
34 9065.327 7374.347 3 9 26 43 
35 9091.335 7307.753 4 18 24 50 
36 9092.864 7303.839 5 19 26 47 
37 9090.697 7283.601 4 18 23 42 
38 9088.579 7273.694 4 11 23 46 
39 9071.388 7193.411 4 18 29 48 
40 9067.171 7173.741 5 16 20 46 
41 9071.388 7193.411 5 11 29 51 
42 9088.579 7273.694 5 18 28 55 
43 9090.697 7283.601 3 18 26 52 
44 9092.864 7303.839 4 19 22 45 
45 9091.335 7307.753 5 14 23 57 
46 9065.327 7374.347 3 15 21 53 
47 9061.858 7383.232 4 17 26 56 
48 9056.491 7397.198 5 14 27 52 
49 9055.357 7400.134 4 8 29 56 
50 9047.023 7420.149 3 10 21 47 
51 9033.315 7453.062 3 10 24 50 
52 9008.02 7516.621 5 15 23 58 
53 9004.858 7524.561 5 11 28 48 
54 9001.836 7532.845 3 11 28 59 
55 8971.499 7610.626 5 11 28 46 
56 8969.286 7616.297 3 12 23 55 
57 8966.431 7623.624 5 15 28 43 
58 8959.185 7642.205 3 13 20 45 
59 8953.441 7656.972 3 13 24 55 
60 8952.317 7659.863 5 17 25 47 
61 8937.43 7698.103 3 12 21 44 
62 8935.383 7703.362 4 18 23 51 
63 8932.195 7711.568 4 18 29 49 
64 8909.561 7769.779 5 17 21 46 
65 8904.477 7782.422 5 11 26 59 
66 8902.096 7788.982 4 8 27 44 
67 8899.716 7795.309 5 12 25 50 
68 8893.4 7812.066 3 15 28 50 
69 8888.569 7824.898 3 13 29 41 
70 8893.4 7812.066 3 17 21 58 
71 8899.716 7795.309 5 8 21 58 
72 8902.096 7788.982 4 17 28 49 
73 8904.477 7782.422 3 13 23 45 
74 8909.561 7769.779 3 18 22 49 
75 8932.195 7711.568 3 17 23 40 
76 8935.383 7703.362 3 9 22 50 
77 8937.43 7698.103 5 14 21 45 
78 8952.317 7659.863 5 9 27 41 
79 8953.441 7656.972 5 10 20 42 
80 8959.185 7642.205 4 18 24 42 
81 8966.431 7623.624 5 14 24 56 
82 8969.286 7616.297 5 8 21 51 
83 8971.499 7610.626 3 16 20 44 
84 9001.836 7532.845 4 15 23 45 
85 9004.858 7524.561 5 10 25 55 
86 9008.02 7516.621 3 18 25 50 
87 9033.315 7453.062 5 15 22 52 
88 9047.023 7420.149 4 14 28 42 
89 9055.357 7400.134 3 9 23 59 
90 9056.491 7397.198 5 17 25 40 
91 9061.858 7383.232 5 19 26 47 
92 9065.327 7374.347 4 10 24 52 
93 9091.335 7307.753 5 15 23 55 
94 9092.864 7303.839 5 13 26 50 
95 9090.697 7283.601 3 12 29 40 
96 9088.579 7273.694 5 15 24 45 
97 9071.388 7193.411 3 12 28 54 
98 9067.171 7173.741 3 14 20 53 
99 9071.388 7193.411 5 11 26 51 
100 9088.579 7273.694 3 17 20 49 
101 9090.697 7283.601 5 16 28 45 
102 9092.864 7303.839 5 11 24 49 
103 9091.335 7307.753 4 15 24 57 
104 9065.327 7374.347 5 18 24 45 
105 9061.858 7383.232 4 10 25 59 
106 9056.491 7397.198 3 19 28 54 
107 9055.357 7400.134 4 12 21 56 
108 9047.023 7420.149 4 19 22 51 
109 9033.315 7453.062 3 9 22 47 
110 9008.02 7516.621 3 13 22 54 
111 9004.858 7524.561 3 9 27 57 
112 9001.836 7532.845 3 15 27 43 
113 8971.499 7610.626 5 19 23 42 
114 8969.286 7616.297 3 17 24 48 
115 8966.431 7623.624 4 19 21 54 
116 8959.185 7642.205 5 13 27 46 
117 8953.441 7656.972 3 9 25 47 
118 8952.317 7659.863 4 19 29 48 
119 8952.317 7659.863 3 18 27 55 
