T X Y S0 S1 S2 S3 
2 11668.623 5516.047 3 12 28 49 
3 11496.559 5706.968 4 11 27 49 
4 11484.713 5720.645 4 19 21 57 
5 11404.888 5808.856 3 12 25 49 
6 11399.694 5814.605 3 19 20 43 
7 11399.694 5814.605 4 12 27 43 
8 11399.694 5814.605 5 16 24 57 
9 11399.694 5814.605 4 10 25 41 
10 11399.694 5814.605 3 17 25 40 
11 11399.694 5814.605 5 12 25 57 
12 11371.706 5845.406 5 12 28 55 
13 11345.482 5873.561 5 16 22 48 
14 11339.596 5879.877 3 18 23 56 
15 11280.723 5945.982 4 11 21 52 
16 11271.792 5956.123 3 9 26 55 
17 11224.658 6010.086 5 15 28 50 
18 11044.111 6206.456 3 19 24 56 
19 10944.893 6313.982 4 17 28 59 
20 10870.766 6394.264 4 14 24 47 
21 10826.993 6441.633 4 16 22 41 
22 10572.518 6718.953 4 18 27 59 
23 10504.617 6792.854 3 18 28 59 
24 10499.363 6798.569 3 11 29 53 
25 10489.013 6809.911 3 14 26 47 
26 10455.672 6847.117 5 11 29 45 
27 10450.68 6852.688 4 19 25 44 
28 10448.812 6854.734 5 9 25 44 
29 10440.944 6863.362 4 12 20 57 
30 10435.392 6869.356 5 16 25 44 
31 10288.766 7027.742 3 16 20 46 
32 10187.638 7137.825 4 19 22 51 
33 10117.119 7216.773 5 13 24 42 
34 10046.074 7297.167 3 9 26 57 
35 10034.497 7309.843 3 12 29 47 
36 10024.937 7320.296 4 13 23 57 
37 9974.33 7377.672 5 13 23 56 
38 9943.018 7413.477 5 17 24 59 
39 9910.654 7450.394 5 9 26 53 
40 9858.383 7509.105 3 8 27 41 
41 9839.527 7530.12 4 11 26 49 
42 9806.639 7566.815 5 18 28 42 
43 9745.515 7631.864 3 8 20 51 
44 9743.533 7633.976 3 19 24 41 
45 9742.007 7635.611 4 14 20 46 
46 9738.57 7639.236 3 13 23 45 
47 9733.386 7645.229 3 16 22 44 
48 9731.949 7646.119 4 16 26 52 
49 9721.487 7656.994 4 11 20 47 
50 9716.157 7661.864 3 11 28 59 
51 9709.344 7668.091 5 9 21 59 
52 9704.215 7672.784 4 11 24 48 
53 9661.619 7713.158 3 12 25 44 
54 9704.215 7672.784 4 15 29 46 
55 9709.344 7668.091 5 17 24 44 
56 9716.157 7661.864 4 17 29 59 
57 9721.487 7656.994 5 11 20 52 
58 9731.949 7646.119 5 13 28 58 
59 9733.386 7645.229 4 12 26 42 
60 9738.57 7639.236 5 18 25 51 
61 9742.007 7635.611 4 19 22 43 
62 9743.533 7633.976 3 19 22 53 
63 9745.515 7631.864 5 8 28 45 
64 9806.639 7566.815 3 17 20 46 
65 9839.527 7530.12 5 10 23 53 
66 9858.383 7509.105 5 18 23 58 
67 9910.654 7450.394 5 10 24 40 
68 9943.018 7413.477 3 9 28 55 
69 9974.33 7377.672 3 8 29 54 
70 10024.937 7320.296 4 15 29 40 
71 10034.497 7309.843 4 8 29 40 
72 10046.074 7297.167 4 11 22 41 
73 10117.119 7216.773 3 16 23 53 
74 10187.638 7137.825 4 11 24 42 
75 10288.766 7027.742 4 15 21 49 
76 10435.392 6869.356 4 17 21 48 
77 10440.944 6863.362 3 15 20 44 
78 10448.812 6854.734 5 15 28 53 
79 10450.68 6852.688 5 18 25 51 
80 10455.672 6847.117 5 8 22 56 
81 10489.013 6809.911 5 16 29 45 
82 10499.363 6798.569 3 19 28 59 
83 10504.617 6792.854 5 13 28 48 
84 10572.518 6718.953 5 17 27 57 
85 10826.993 6441.633 3 8 21 44 
86 10870.766 6394.264 4 18 21 44 
87 10944.893 6313.982 5 17 22 58 
88 11044.111 6206.456 5 15 29 41 
89 11224.658 6010.086 5 18 26 59 
90 11271.792 5956.123 3 8 28 44 
91 11280.723 5945.982 5 18 20 46 
92 11339.596 5879.877 5 10 29 55 
93 11345.482 5873.561 3 14 27 47 
94 11371.706 5845.406 4 18 28 41 
95 11399.694 5814.605 5 10 20 45 
96 11404.888 5808.856 5 11 29 45 
97 11484.713 5720.645 5 19 20 45 
98 11496.559 5706.968 4 12 28 45 
99 11668.623 5516.047 4 12 28 50 
100 11766.17 5407.654 5 11 20 58 
101 11668.623 5516.047 3 9 27 58 
102 11496.559 5706.968 5 11 27 42 
103 11484.713 5720.645 4 8 28 44 
104 11404.888 5808.856 4 19 29 49 
105 11399.694 5814.605 3 17 27 49 
106 11371.706 5845.406 4 9 22 57 
107 11345.482 5873.561 4 10 27 57 
108 11339.596 5879.877 3 10 28 48 
109 11280.723 5945.982 3 15 26 40 
110 11271.792 5956.123 4 19 21 48 
111 11224.658 6010.086 3 8 29 45 
112 11044.111 6206.456 4 19 26 44 
113 10944.893 6313.982 4 11 24 48 
114 10870.766 6394.264 5 18 20 49 
115 10826.993 6441.633 4 12 23 54 
116 10572.518 6718.953 3 16 22 43 
117 10504.617 6792.854 4 15 25 41 
118 10499.363 6798.569 4 8 22 52 
119 10499.363 6798.569 5 13 23 46 
