T X Y S0 S1 S2 S3 
0 8971.499 7610.626 5 12 27 47 
1 8971.499 7610.626 4 8 26 54 
2 8971.499 7610.626 5 11 23 51 
3 8971.499 7610.626 4 9 23 41 
4 8971.499 7610.626 4 9 22 46 
5 8971.499 7610.626 3 13 26 57 
6 8971.499 7610.626 3 15 27 52 
7 8971.499 7610.626 4 14 23 56 
8 8971.499 7610.626 3 8 27 53 
9 8971.499 7610.626 4 18 21 55 
10 8971.499 7610.626 5 16 28 45 
11 8971.499 7610.626 3 18 25 50 
12 8971.499 7610.626 4 15 25 50 
13 8971.499 7610.626 5 19 22 59 
14 8971.499 7610.626 5 16 26 52 
15 8971.499 7610.626 3 17 22 47 
16 8971.499 7610.626 5 15 20 51 
17 8971.499 7610.626 3 16 20 53 
18 8971.499 7610.626 3 9 21 46 
19 8971.499 7610.626 3 15 20 48 
20 8971.499 7610.626 3 8 26 50 
21 8971.499 7610.626 5 8 24 59 
22 8971.499 7610.626 4 17 29 54 
23 8971.499 7610.626 5 15 26 45 
24 8971.499 7610.626 5 17 29 42 
25 8971.499 7610.626 4 17 26 54 
26 8971.499 7610.626 5 14 24 56 
27 8971.499 7610.626 5 8 28 49 
28 8971.499 7610.626 3 13 28 40 
29 8971.499 7610.626 4 19 25 43 
30 8971.499 7610.626 3 18 21 40 
31 8971.499 7610.626 4 17 21 42 
32 8971.499 7610.626 5 14 27 50 
33 8971.499 7610.626 5 12 22 50 
34 8971.499 7610.626 5 8 20 47 
35 8971.499 7610.626 5 11 29 44 
36 8971.499 7610.626 3 10 24 51 
37 8971.499 7610.626 4 14 26 40 
38 8971.499 7610.626 5 18 23 46 
39 8971.499 7610.626 4 10 21 54 
40 8971.499 7610.626 5 12 27 44 
41 8971.499 7610.626 4 18 29 47 
42 8971.499 7610.626 4 14 22 52 
43 8971.499 7610.626 3 17 27 44 
44 8971.499 7610.626 3 8 27 59 
45 8971.499 7610.626 3 16 25 47 
46 8971.499 7610.626 3 15 24 53 
47 8971.499 7610.626 3 13 27 43 
48 8971.499 7610.626 3 10 21 54 
49 8971.499 7610.626 3 15 28 59 
50 8971.499 7610.626 3 10 24 54 
51 8971.499 7610.626 5 16 27 53 
52 8971.499 7610.626 3 14 21 41 
53 8971.499 7610.626 5 14 25 58 
54 8971.499 7610.626 3 8 24 50 
55 8971.499 7610.626 4 9 22 57 
56 8971.499 7610.626 4 15 23 57 
57 8971.499 7610.626 4 17 25 41 
58 8971.499 7610.626 3 8 21 59 
59 8971.499 7610.626 5 10 27 45 
60 8971.499 7610.626 3 9 27 50 
61 8971.499 7610.626 3 16 20 49 
62 8971.499 7610.626 4 8 25 56 
63 8971.499 7610.626 5 17 24 43 
64 8971.499 7610.626 5 10 21 57 
65 8971.499 7610.626 3 15 28 50 
66 8971.499 7610.626 5 10 27 45 
67 8971.499 7610.626 4 11 25 55 
68 8971.499 7610.626 4 9 21 52 
69 8971.499 7610.626 4 13 29 49 
70 8971.499 7610.626 4 16 27 49 
71 8971.499 7610.626 3 9 28 53 
72 8971.499 7610.626 5 19 27 46 
73 8971.499 7610.626 3 14 21 44 
74 8971.499 7610.626 5 11 20 42 
75 8971.499 7610.626 4 18 22 59 
76 8971.499 7610.626 3 14 28 52 
77 8971.499 7610.626 4 14 26 51 
78 8971.499 7610.626 5 15 22 45 
79 8971.499 7610.626 5 18 29 40 
80 8971.499 7610.626 5 15 23 48 
81 8971.499 7610.626 4 13 24 56 
82 8971.499 7610.626 4 13 21 52 
83 8971.499 7610.626 3 12 22 58 
84 8971.499 7610.626 3 12 26 55 
85 8971.499 7610.626 5 15 29 43 
86 8971.499 7610.626 3 12 20 55 
87 8971.499 7610.626 5 14 25 43 
88 8971.499 7610.626 5 16 24 45 
89 8971.499 7610.626 5 11 20 51 
90 8971.499 7610.626 3 9 26 44 
91 8971.499 7610.626 5 17 24 45 
92 8971.499 7610.626 3 16 24 44 
93 8971.499 7610.626 5 11 27 53 
94 8971.499 7610.626 5 12 27 56 
95 8971.499 7610.626 3 19 26 40 
96 8971.499 7610.626 4 15 29 44 
97 8971.499 7610.626 3 9 20 59 
98 8971.499 7610.626 5 10 21 56 
99 8971.499 7610.626 3 16 26 47 
100 8971.499 7610.626 5 10 25 44 
101 8971.499 7610.626 3 9 22 46 
102 8971.499 7610.626 4 18 26 46 
103 8971.499 7610.626 4 19 22 48 
104 8971.499 7610.626 5 18 26 52 
105 8971.499 7610.626 5 9 29 46 
106 8971.499 7610.626 5 8 22 44 
107 8971.499 7610.626 3 14 26 59 
108 8971.499 7610.626 3 13 28 59 
109 8971.499 7610.626 5 11 22 51 
110 8971.499 7610.626 3 18 27 55 
111 8971.499 7610.626 3 11 23 54 
112 8971.499 7610.626 5 18 26 48 
113 8971.499 7610.626 5 9 26 44 
114 8971.499 7610.626 3 10 22 45 
115 8971.499 7610.626 4 15 25 57 
116 8971.499 7610.626 4 19 25 44 
117 8971.499 7610.626 5 13 20 52 
118 8971.499 7610.626 5 8 28 47 
119 8971.499 7610.626 3 11 20 58 
