T X Y S0 S1 S2 S3 
2 7549.8 8789.725 4 14 29 54 
3 7548.929 8794.574 5 14 22 41 
4 7523.277 8826.042 4 10 24 54 
5 7510.461 8839.952 3 15 20 50 
6 7486.439 8870.308 3 15 22 49 
7 7473.568 8887.054 3 8 29 59 
8 7460.959 8905.88 3 16 29 54 
9 7451.6 8922.036 5 10 24 50 
10 7443.266 8938.615 4 17 23 46 
11 7430.902 8966.314 3 10 28 45 
12 7418.389 9004.354 4 12 26 56 
13 7415.58 9012.071 5 13 25 57 
14 7401.726 9050.945 5 10 23 57 
15 7383.84 9094.978 3 8 24 58 
16 7376.949 9114.326 3 18 24 44 
17 7371.495 9131.672 5 10 26 55 
18 7358.133 9169.879 4 19 21 45 
19 7338.251 9223.408 4 12 29 45 
20 7329.869 9245.291 4 14 24 59 
21 7322.605 9270.143 4 12 23 46 
22 7318.54 9300.766 3 11 24 48 
23 7317.556 9324.228 5 9 29 47 
24 7317.062 9357.476 5 12 28 59 
25 7317.622 9386.987 3 9 27 49 
26 7318.999 9414.029 3 18 27 52 
27 7320.09 9447.555 4 18 26 51 
28 7321.449 9464.934 5 17 20 44 
29 7323.632 9481.08 4 8 26 44 
30 7327.379 9501.829 5 15 21 59 
31 7331.949 9521.766 3 18 22 53 
32 7335.882 9539.546 5 17 22 52 
33 7341.696 9558.561 4 11 23 42 
34 7351.082 9579.109 3 16 28 40 
35 7366.443 9604.718 4 12 26 53 
36 7400.951 9643.68 4 11 27 49 
37 7366.443 9604.718 5 16 24 45 
38 7351.082 9579.109 3 19 25 45 
39 7341.696 9558.561 3 12 24 56 
40 7335.882 9539.546 4 19 28 56 
41 7331.949 9521.766 3 15 23 44 
42 7327.379 9501.829 5 10 28 52 
43 7323.632 9481.08 4 16 20 50 
44 7321.449 9464.934 5 9 24 55 
45 7320.09 9447.555 5 9 25 54 
46 7318.999 9414.029 3 18 22 46 
47 7317.622 9386.987 3 9 20 44 
48 7317.062 9357.476 4 8 25 57 
49 7317.556 9324.228 4 8 25 54 
50 7318.54 9300.766 5 11 25 50 
51 7322.605 9270.143 4 16 20 43 
52 7329.869 9245.291 4 8 22 47 
53 7338.251 9223.408 3 15 21 50 
54 7358.133 9169.879 3 15 21 43 
55 7371.495 9131.672 5 17 21 45 
56 7376.949 9114.326 4 9 29 54 
57 7383.84 9094.978 4 19 26 47 
58 7401.726 9050.945 3 15 25 51 
59 7415.58 9012.071 3 13 25 45 
60 7418.389 9004.354 5 18 26 50 
61 7430.902 8966.314 4 11 29 52 
62 7443.266 8938.615 3 11 25 45 
63 7451.6 8922.036 5 15 28 50 
64 7460.959 8905.88 5 17 22 50 
65 7473.568 8887.054 3 13 27 49 
66 7486.439 8870.308 4 13 27 46 
67 7510.461 8839.952 5 15 29 43 
68 7523.277 8826.042 5 10 22 45 
69 7548.929 8794.574 4 15 28 41 
70 7549.8 8789.725 5 10 22 48 
71 7552.693 8776.949 3 10 21 43 
72 7549.8 8789.725 4 16 20 59 
73 7548.929 8794.574 4 14 26 44 
74 7523.277 8826.042 4 16 23 55 
75 7510.461 8839.952 5 11 23 56 
76 7486.439 8870.308 4 16 26 58 
77 7473.568 8887.054 3 16 23 49 
78 7460.959 8905.88 4 19 22 52 
79 7451.6 8922.036 5 9 26 48 
80 7443.266 8938.615 3 12 23 59 
81 7430.902 8966.314 4 18 20 59 
82 7418.389 9004.354 4 9 29 53 
83 7415.58 9012.071 5 18 28 46 
84 7401.726 9050.945 3 15 21 54 
85 7383.84 9094.978 3 13 25 52 
86 7376.949 9114.326 4 11 25 59 
87 7371.495 9131.672 5 10 23 58 
88 7358.133 9169.879 4 16 23 46 
89 7338.251 9223.408 4 11 22 58 
90 7329.869 9245.291 4 12 29 50 
91 7322.605 9270.143 3 17 29 49 
92 7318.54 9300.766 3 8 27 49 
93 7317.556 9324.228 5 9 26 56 
94 7317.062 9357.476 5 10 22 41 
95 7317.622 9386.987 4 9 21 59 
96 7318.999 9414.029 5 11 22 42 
97 7320.09 9447.555 3 8 24 51 
98 7321.449 9464.934 5 15 22 42 
99 7323.632 9481.08 3 14 27 48 
100 7327.379 9501.829 5 9 25 54 
101 7331.949 9521.766 4 9 25 46 
102 7335.882 9539.546 4 12 21 59 
103 7341.696 9558.561 3 8 26 46 
104 7351.082 9579.109 4 13 26 53 
105 7366.443 9604.718 3 14 21 52 
106 7400.951 9643.68 4 12 28 43 
107 7366.443 9604.718 3 15 23 40 
108 7351.082 9579.109 4 8 26 58 
109 7341.696 9558.561 3 15 25 41 
110 7335.882 9539.546 4 15 22 54 
111 7331.949 9521.766 4 14 28 47 
112 7327.379 9501.829 3 16 22 53 
113 7323.632 9481.08 3 8 20 45 
114 7321.449 9464.934 3 18 21 40 
115 7320.09 9447.555 3 18 21 43 
116 7318.999 9414.029 5 17 22 42 
117 7317.622 9386.987 4 10 23 52 
118 7317.062 9357.476 5 8 28 59 
119 7317.062 9357.476 5 10 22 43 
