T X Y S0 S1 S2 S3 
2 7696.358 9938.058 5 11 22 44 
3 7698.746 9940.182 3 18 28 46 
4 7707.722 9948.388 4 16 24 54 
5 7721.455 9962.509 4 14 25 40 
6 7748.653 9997.091 4 8 20 46 
7 7794.385 10060.027 3 8 24 44 
8 7821.845 10093.942 4 9 23 53 
9 7849.749 10121.407 5 13 21 51 
10 7903.811 10170.666 3 15 22 52 
11 7968.634 10227.042 4 15 25 42 
12 7975.038 10232.691 3 12 27 58 
13 7977.207 10234.603 3 11 29 42 
14 7991.992 10247.391 3 17 21 56 
15 7998.375 10256.064 3 19 21 44 
16 8003.971 10263.514 4 9 24 56 
17 8013.764 10276.858 5 15 25 43 
18 8025.913 10297.762 5 18 25 48 
19 8027.137 10299.764 4 9 24 58 
20 8033.863 10315.553 4 15 25 55 
21 8041.191 10333.211 4 9 24 44 
22 8047.31 10351.803 3 11 24 42 
23 8062.057 10401.952 4 8 21 49 
24 8064.85 10410.736 5 14 24 54 
25 8079.077 10455.548 5 15 23 54 
26 8106.376 10561.072 4 10 26 49 
27 8112.223 10588.526 4 8 27 59 
28 8114.306 10598.322 3 13 25 55 
29 8112.223 10588.526 5 15 21 59 
30 8106.376 10561.072 5 13 22 57 
31 8079.077 10455.548 5 16 29 41 
32 8064.85 10410.736 3 10 27 40 
33 8062.057 10401.952 3 9 22 54 
34 8047.31 10351.803 3 11 25 47 
35 8041.191 10333.211 5 8 26 48 
36 8033.863 10315.553 3 9 22 46 
37 8027.137 10299.764 3 13 24 40 
38 8025.913 10297.762 4 18 24 50 
39 8013.764 10276.858 5 13 23 47 
40 8003.971 10263.514 3 16 25 44 
41 7998.375 10256.064 4 9 23 50 
42 7991.992 10247.391 3 17 22 44 
43 7977.207 10234.603 3 18 26 40 
44 7975.038 10232.691 4 15 26 59 
45 7968.634 10227.042 4 18 22 51 
46 7903.811 10170.666 4 10 26 41 
47 7849.749 10121.407 4 18 27 43 
48 7821.845 10093.942 5 18 24 52 
49 7794.385 10060.027 5 18 24 56 
50 7748.653 9997.091 4 9 23 53 
51 7721.455 9962.509 3 15 20 43 
52 7707.722 9948.388 4 11 22 46 
53 7698.746 9940.182 5 18 25 57 
54 7696.358 9938.058 4 17 28 57 
55 7690.356 9933.076 5 19 24 57 
56 7696.358 9938.058 3 13 26 50 
57 7698.746 9940.182 4 13 29 47 
58 7707.722 9948.388 5 15 24 56 
59 7721.455 9962.509 5 9 27 54 
60 7748.653 9997.091 3 10 24 49 
61 7794.385 10060.027 5 16 23 50 
62 7821.845 10093.942 4 10 20 56 
63 7849.749 10121.407 4 13 24 55 
64 7903.811 10170.666 4 8 21 59 
65 7968.634 10227.042 3 11 27 49 
66 7975.038 10232.691 5 13 29 49 
67 7977.207 10234.603 4 13 21 43 
68 7991.992 10247.391 4 11 24 45 
69 7998.375 10256.064 3 14 28 50 
70 8003.971 10263.514 3 10 20 51 
71 8013.764 10276.858 4 10 27 40 
72 8025.913 10297.762 4 12 20 41 
73 8027.137 10299.764 4 17 28 46 
74 8033.863 10315.553 3 13 27 42 
75 8041.191 10333.211 4 8 20 48 
76 8047.31 10351.803 5 14 26 58 
77 8062.057 10401.952 5 8 22 44 
78 8064.85 10410.736 3 9 27 40 
79 8079.077 10455.548 3 11 24 42 
80 8106.376 10561.072 5 12 29 42 
81 8112.223 10588.526 5 15 21 49 
82 8114.306 10598.322 4 9 29 50 
83 8112.223 10588.526 3 11 21 49 
84 8106.376 10561.072 4 8 23 53 
85 8079.077 10455.548 3 9 26 54 
86 8064.85 10410.736 4 8 29 48 
87 8062.057 10401.952 3 14 24 51 
88 8047.31 10351.803 5 19 28 51 
89 8041.191 10333.211 5 10 23 41 
90 8033.863 10315.553 4 8 26 41 
91 8027.137 10299.764 3 12 23 49 
92 8025.913 10297.762 4 8 20 44 
93 8013.764 10276.858 4 11 29 58 
94 8003.971 10263.514 3 19 26 49 
95 7998.375 10256.064 5 18 21 52 
96 7991.992 10247.391 5 19 21 50 
97 7977.207 10234.603 4 18 25 43 
98 7975.038 10232.691 4 15 25 41 
99 7968.634 10227.042 3 9 29 49 
100 7903.811 10170.666 3 12 28 49 
101 7849.749 10121.407 5 11 28 41 
102 7821.845 10093.942 5 8 20 47 
103 7794.385 10060.027 3 16 29 46 
104 7748.653 9997.091 3 10 24 54 
105 7721.455 9962.509 4 17 27 55 
106 7707.722 9948.388 5 9 20 46 
107 7698.746 9940.182 5 9 25 54 
108 7696.358 9938.058 4 14 29 51 
109 7690.356 9933.076 3 19 28 53 
110 7696.358 9938.058 4 12 24 40 
111 7698.746 9940.182 5 10 27 49 
112 7707.722 9948.388 3 18 22 59 
113 7721.455 9962.509 4 11 20 59 
114 7748.653 9997.091 3 8 29 59 
115 7794.385 10060.027 4 16 23 57 
116 7821.845 10093.942 5 15 29 53 
117 7849.749 10121.407 4 12 23 44 
118 7903.811 10170.666 4 12 25 51 
119 7903.811 10170.666 4 19 21 42 
