T X Y S0 S1 S2 S3 
0 11766.17 5407.654 4 11 23 54 
1 11668.623 5516.047 5 14 29 41 
2 11496.559 5706.968 3 9 27 58 
3 11484.713 5720.645 5 16 25 40 
4 11404.888 5808.856 5 16 29 58 
5 11399.694 5814.605 5 16 29 59 
6 11399.694 5814.605 5 17 29 43 
7 11399.694 5814.605 4 11 22 45 
8 11399.694 5814.605 4 10 25 57 
9 11399.694 5814.605 5 17 26 41 
10 11399.694 5814.605 4 17 28 57 
11 11399.694 5814.605 5 13 27 49 
12 11399.694 5814.605 3 8 27 47 
13 11399.694 5814.605 4 19 25 48 
14 11399.694 5814.605 3 8 27 56 
15 11399.694 5814.605 3 17 28 40 
16 11371.706 5845.406 4 13 28 43 
17 11345.482 5873.561 5 13 27 46 
18 11339.596 5879.877 4 18 21 58 
19 11280.723 5945.982 4 16 22 59 
20 11271.792 5956.123 4 17 23 43 
21 11224.658 6010.086 3 10 20 53 
22 11044.111 6206.456 4 11 28 49 
23 10944.893 6313.982 5 16 22 49 
24 10870.766 6394.264 3 15 20 42 
25 10826.993 6441.633 3 11 28 55 
26 10572.518 6718.953 4 8 23 41 
27 10504.617 6792.854 5 17 28 42 
28 10499.363 6798.569 3 17 23 56 
29 10489.013 6809.911 4 14 28 57 
30 10455.672 6847.117 4 16 25 45 
31 10450.68 6852.688 4 9 21 58 
32 10448.812 6854.734 4 11 29 48 
33 10440.944 6863.362 4 16 29 54 
34 10435.392 6869.356 4 14 26 50 
35 10288.766 7027.742 5 11 28 48 
36 10187.638 7137.825 3 18 24 48 
37 10117.119 7216.773 5 11 21 40 
38 10046.074 7297.167 5 11 28 51 
39 10034.497 7309.843 3 14 28 42 
40 10024.937 7320.296 3 12 28 40 
41 9974.33 7377.672 5 11 29 40 
42 9943.018 7413.477 4 11 26 58 
43 9910.654 7450.394 5 8 24 53 
44 9858.383 7509.105 3 16 23 48 
45 9839.527 7530.12 3 13 22 49 
46 9806.639 7566.815 3 8 25 48 
47 9745.515 7631.864 5 12 22 59 
48 9743.533 7633.976 3 10 23 41 
49 9742.007 7635.611 4 18 29 41 
50 9738.57 7639.236 5 8 29 41 
51 9733.386 7645.229 4 11 21 54 
52 9731.949 7646.119 3 18 23 41 
53 9721.487 7656.994 5 15 28 53 
54 9716.157 7661.864 4 13 26 53 
55 9709.344 7668.091 5 9 20 43 
56 9704.215 7672.784 4 11 22 53 
57 9661.619 7713.158 4 8 23 56 
58 9704.215 7672.784 5 13 24 41 
59 9709.344 7668.091 3 16 24 47 
60 9716.157 7661.864 4 10 22 56 
61 9721.487 7656.994 5 10 26 40 
62 9731.949 7646.119 4 10 26 44 
63 9733.386 7645.229 5 15 26 40 
64 9738.57 7639.236 4 15 21 50 
65 9742.007 7635.611 5 8 23 54 
66 9743.533 7633.976 3 15 27 45 
67 9745.515 7631.864 4 15 25 52 
68 9806.639 7566.815 3 15 27 41 
69 9839.527 7530.12 3 15 20 56 
70 9858.383 7509.105 5 12 27 44 
71 9910.654 7450.394 5 8 27 51 
72 9943.018 7413.477 5 19 24 50 
73 9974.33 7377.672 3 10 25 41 
74 10024.937 7320.296 5 16 28 41 
75 10034.497 7309.843 5 15 27 50 
76 10046.074 7297.167 5 19 23 46 
77 10117.119 7216.773 4 9 29 55 
78 10187.638 7137.825 4 17 24 55 
79 10288.766 7027.742 3 8 29 58 
80 10435.392 6869.356 5 15 25 53 
81 10440.944 6863.362 5 9 26 54 
82 10448.812 6854.734 3 9 29 57 
83 10450.68 6852.688 5 19 28 58 
84 10455.672 6847.117 3 18 24 59 
85 10489.013 6809.911 4 9 20 56 
86 10499.363 6798.569 4 19 26 40 
87 10504.617 6792.854 3 8 22 40 
88 10572.518 6718.953 5 10 28 58 
89 10826.993 6441.633 5 19 23 47 
90 10870.766 6394.264 4 13 29 40 
91 10944.893 6313.982 4 19 20 41 
92 11044.111 6206.456 3 12 20 46 
93 11224.658 6010.086 5 11 21 45 
94 11271.792 5956.123 3 19 28 47 
95 11280.723 5945.982 4 14 26 52 
96 11339.596 5879.877 5 14 23 43 
97 11345.482 5873.561 4 9 20 45 
98 11371.706 5845.406 3 12 26 50 
99 11399.694 5814.605 4 14 20 58 
100 11404.888 5808.856 3 16 23 55 
101 11484.713 5720.645 3 13 22 49 
102 11496.559 5706.968 5 19 23 51 
103 11668.623 5516.047 5 15 21 55 
104 11766.17 5407.654 3 13 27 59 
105 11668.623 5516.047 5 19 27 45 
106 11496.559 5706.968 5 8 28 53 
107 11484.713 5720.645 5 15 24 43 
108 11404.888 5808.856 4 15 28 53 
109 11399.694 5814.605 4 19 27 55 
110 11371.706 5845.406 4 13 29 41 
111 11345.482 5873.561 4 8 24 47 
112 11339.596 5879.877 5 14 22 59 
113 11280.723 5945.982 3 11 29 48 
114 11271.792 5956.123 5 19 28 53 
115 11224.658 6010.086 3 18 20 41 
116 11044.111 6206.456 4 19 20 56 
117 10944.893 6313.982 3 11 20 57 
118 10870.766 6394.264 3 12 28 43 
119 10870.766 6394.264 5 15 20 51 
