T X Y S0 S1 S2 S3 
0 7690.356 9933.076 5 18 22 44 
1 7696.358 9938.058 3 18 29 55 
2 7698.746 9940.182 5 19 21 43 
3 7707.722 9948.388 5 13 22 57 
4 7721.455 9962.509 5 19 26 53 
5 7748.653 9997.091 5 14 21 42 
6 7794.385 10060.027 5 18 23 53 
7 7821.845 10093.942 3 17 25 40 
8 7849.749 10121.407 3 14 22 41 
9 7903.811 10170.666 3 17 29 51 
10 7968.634 10227.042 3 15 20 52 
11 7975.038 10232.691 5 11 23 44 
12 7977.207 10234.603 4 15 26 54 
13 7991.992 10247.391 3 9 21 48 
14 7998.375 10256.064 3 14 28 57 
15 8003.971 10263.514 4 13 28 55 
16 8013.764 10276.858 4 14 26 58 
17 8025.913 10297.762 5 10 24 53 
18 8027.137 10299.764 4 19 21 40 
19 8033.863 10315.553 5 16 20 56 
20 8041.191 10333.211 3 8 26 50 
21 8047.31 10351.803 3 8 22 47 
22 8062.057 10401.952 4 11 24 46 
23 8064.85 10410.736 4 18 22 52 
24 8079.077 10455.548 3 16 24 55 
25 8106.376 10561.072 5 8 24 41 
26 8112.223 10588.526 5 18 29 57 
27 8114.306 10598.322 5 19 25 48 
28 8112.223 10588.526 4 8 26 52 
29 8106.376 10561.072 4 15 22 53 
30 8079.077 10455.548 3 12 28 45 
31 8064.85 10410.736 5 11 29 43 
32 8062.057 10401.952 5 9 29 53 
33 8047.31 10351.803 4 17 21 42 
34 8041.191 10333.211 5 11 24 46 
35 8033.863 10315.553 5 13 29 48 
36 8027.137 10299.764 3 12 28 45 
37 8025.913 10297.762 5 11 27 50 
38 8013.764 10276.858 3 11 22 45 
39 8003.971 10263.514 3 13 28 56 
40 7998.375 10256.064 3 15 26 57 
41 7991.992 10247.391 5 10 28 42 
42 7977.207 10234.603 4 12 28 41 
43 7975.038 10232.691 4 15 26 51 
44 7968.634 10227.042 5 11 22 58 
45 7903.811 10170.666 4 15 23 51 
46 7849.749 10121.407 3 18 23 54 
47 7821.845 10093.942 5 11 22 43 
48 7794.385 10060.027 3 10 24 58 
49 7748.653 9997.091 3 18 25 48 
50 7721.455 9962.509 3 8 28 57 
51 7707.722 9948.388 3 9 25 42 
52 7698.746 9940.182 5 18 28 47 
53 7696.358 9938.058 3 13 28 40 
54 7690.356 9933.076 4 8 21 40 
55 7696.358 9938.058 4 18 20 41 
56 7698.746 9940.182 3 12 23 41 
57 7707.722 9948.388 3 16 25 45 
58 7721.455 9962.509 4 9 26 46 
59 7748.653 9997.091 3 10 28 49 
60 7794.385 10060.027 4 10 27 40 
61 7821.845 10093.942 5 12 27 58 
62 7849.749 10121.407 4 18 25 57 
63 7903.811 10170.666 5 14 25 40 
64 7968.634 10227.042 3 11 21 47 
65 7975.038 10232.691 3 9 24 44 
66 7977.207 10234.603 5 17 28 54 
67 7991.992 10247.391 5 15 27 58 
68 7998.375 10256.064 4 19 21 59 
69 8003.971 10263.514 4 10 21 56 
70 8013.764 10276.858 5 18 20 56 
71 8025.913 10297.762 4 9 27 46 
72 8027.137 10299.764 5 9 23 47 
73 8033.863 10315.553 4 16 24 45 
74 8041.191 10333.211 5 17 28 54 
75 8047.31 10351.803 4 11 20 45 
76 8062.057 10401.952 3 12 24 59 
77 8064.85 10410.736 4 11 28 47 
78 8079.077 10455.548 5 16 20 58 
79 8106.376 10561.072 3 17 27 44 
80 8112.223 10588.526 5 10 22 41 
81 8114.306 10598.322 3 10 29 57 
82 8112.223 10588.526 5 10 25 47 
83 8106.376 10561.072 5 8 28 55 
84 8079.077 10455.548 3 11 29 59 
85 8064.85 10410.736 3 18 24 54 
86 8062.057 10401.952 3 10 24 54 
87 8047.31 10351.803 4 8 28 44 
88 8041.191 10333.211 5 12 27 55 
89 8033.863 10315.553 4 13 29 50 
90 8027.137 10299.764 5 12 20 40 
91 8025.913 10297.762 5 8 29 46 
92 8013.764 10276.858 4 12 23 50 
93 8003.971 10263.514 5 18 26 45 
94 7998.375 10256.064 5 10 24 48 
95 7991.992 10247.391 4 13 21 57 
96 7977.207 10234.603 4 14 24 54 
97 7975.038 10232.691 4 9 20 49 
98 7968.634 10227.042 3 17 20 44 
99 7903.811 10170.666 3 18 28 56 
100 7849.749 10121.407 5 18 23 55 
101 7821.845 10093.942 4 16 25 49 
102 7794.385 10060.027 5 10 28 41 
103 7748.653 9997.091 3 19 27 50 
104 7721.455 9962.509 4 14 24 40 
105 7707.722 9948.388 3 12 24 45 
106 7698.746 9940.182 5 14 27 57 
107 7696.358 9938.058 3 8 27 42 
108 7690.356 9933.076 3 13 29 59 
109 7696.358 9938.058 3 19 25 56 
110 7698.746 9940.182 3 14 26 47 
111 7707.722 9948.388 5 19 25 59 
112 7721.455 9962.509 5 17 28 46 
113 7748.653 9997.091 3 9 26 52 
114 7794.385 10060.027 5 13 26 55 
115 7821.845 10093.942 3 19 29 47 
116 7849.749 10121.407 3 13 22 47 
117 7903.811 10170.666 3 11 23 56 
118 7968.634 10227.042 3 10 22 57 
119 7968.634 10227.042 5 10 21 42 
