T X Y S0 S1 S2 S3 
0 8599.151 5300.773 3 11 20 45 
1 8599.151 5300.773 5 9 24 52 
2 8599.151 5300.773 4 19 29 59 
3 8599.151 5300.773 4 14 24 51 
4 8599.151 5300.773 5 18 25 41 
5 8599.151 5300.773 3 9 28 45 
6 8599.151 5300.773 4 19 29 53 
7 8599.151 5300.773 5 11 22 46 
8 8599.151 5300.773 4 15 27 54 
9 8599.151 5300.773 3 17 27 41 
10 8599.151 5300.773 3 13 28 54 
11 8599.151 5300.773 5 11 22 58 
12 8599.151 5300.773 4 9 25 40 
13 8599.151 5300.773 4 19 27 43 
14 8599.151 5300.773 5 9 22 41 
15 8599.151 5300.773 3 19 25 46 
16 8599.151 5300.773 4 8 28 54 
17 8599.151 5300.773 3 8 28 41 
18 8599.151 5300.773 5 14 28 58 
19 8599.151 5300.773 3 12 25 59 
20 8599.151 5300.773 5 16 23 40 
21 8599.151 5300.773 4 9 27 51 
22 8599.151 5300.773 4 10 22 57 
23 8599.151 5300.773 5 15 24 57 
24 8599.151 5300.773 4 10 26 41 
25 8599.151 5300.773 5 13 23 52 
26 8599.151 5300.773 4 11 23 50 
27 8599.151 5300.773 3 15 29 42 
28 8599.151 5300.773 3 15 26 57 
29 8599.151 5300.773 5 8 29 44 
30 8599.151 5300.773 5 15 25 45 
31 8599.151 5300.773 4 11 26 49 
32 8599.151 5300.773 5 13 24 56 
33 8599.151 5300.773 5 19 23 41 
34 8599.151 5300.773 3 15 28 45 
35 8599.151 5300.773 4 16 25 58 
36 8599.151 5300.773 3 16 24 40 
37 8599.151 5300.773 5 8 28 49 
38 8599.151 5300.773 5 10 27 41 
39 8599.151 5300.773 3 9 24 50 
40 8599.151 5300.773 5 8 29 58 
41 8599.151 5300.773 4 14 27 58 
42 8599.151 5300.773 3 11 21 47 
43 8599.151 5300.773 3 17 26 57 
44 8599.151 5300.773 4 19 24 54 
45 8599.151 5300.773 3 15 27 52 
46 8599.151 5300.773 3 16 22 46 
47 8599.151 5300.773 3 19 28 58 
48 8599.151 5300.773 4 16 27 53 
49 8599.151 5300.773 4 9 25 59 
50 8599.151 5300.773 3 11 24 49 
51 8599.151 5300.773 3 19 23 44 
52 8599.151 5300.773 3 19 22 47 
53 8599.151 5300.773 3 14 28 47 
54 8599.151 5300.773 3 17 23 58 
55 8599.151 5300.773 5 14 24 55 
56 8599.151 5300.773 3 14 29 59 
57 8599.151 5300.773 5 13 26 43 
58 8599.151 5300.773 3 11 22 49 
59 8599.151 5300.773 5 18 23 49 
60 8599.151 5300.773 5 10 23 40 
61 8599.151 5300.773 5 15 26 53 
62 8599.151 5300.773 4 15 27 58 
63 8599.151 5300.773 5 15 22 57 
64 8599.151 5300.773 3 18 21 48 
65 8599.151 5300.773 5 17 23 42 
66 8599.151 5300.773 4 13 28 50 
67 8599.151 5300.773 5 15 25 54 
68 8599.151 5300.773 5 19 23 59 
69 8599.151 5300.773 3 16 29 49 
70 8599.151 5300.773 3 8 22 53 
71 8599.151 5300.773 4 13 21 53 
72 8599.151 5300.773 5 13 24 42 
73 8599.151 5300.773 5 14 21 42 
74 8599.151 5300.773 4 19 24 55 
75 8599.151 5300.773 5 13 29 51 
76 8599.151 5300.773 3 8 29 56 
77 8599.151 5300.773 5 16 28 52 
78 8599.151 5300.773 3 18 21 40 
79 8599.151 5300.773 3 15 25 57 
80 8599.151 5300.773 5 14 28 50 
81 8599.151 5300.773 4 18 29 59 
82 8599.151 5300.773 4 11 24 53 
83 8599.151 5300.773 5 13 25 48 
84 8599.151 5300.773 4 19 25 49 
85 8599.151 5300.773 5 12 27 59 
86 8599.151 5300.773 3 12 23 45 
87 8599.151 5300.773 5 14 26 55 
88 8599.151 5300.773 5 10 22 40 
89 8599.151 5300.773 4 11 21 48 
90 8599.151 5300.773 5 14 20 56 
91 8599.151 5300.773 3 14 22 50 
92 8599.151 5300.773 4 9 21 52 
93 8599.151 5300.773 3 14 21 57 
94 8599.151 5300.773 5 14 25 46 
95 8599.151 5300.773 5 11 29 47 
96 8599.151 5300.773 3 17 27 59 
97 8599.151 5300.773 5 16 21 51 
98 8599.151 5300.773 3 16 20 52 
99 8599.151 5300.773 3 17 29 56 
100 8599.151 5300.773 4 15 20 44 
101 8599.151 5300.773 5 11 21 47 
102 8599.151 5300.773 5 15 26 50 
103 8599.151 5300.773 3 16 26 44 
104 8599.151 5300.773 4 13 23 41 
105 8599.151 5300.773 4 9 24 55 
106 8599.151 5300.773 4 11 20 46 
107 8599.151 5300.773 3 14 23 46 
108 8599.151 5300.773 4 17 28 51 
109 8599.151 5300.773 4 14 27 45 
110 8599.151 5300.773 5 14 23 59 
111 8599.151 5300.773 3 12 22 53 
112 8599.151 5300.773 3 16 27 47 
113 8599.151 5300.773 5 10 27 48 
114 8599.151 5300.773 3 9 29 59 
115 8599.151 5300.773 5 10 24 57 
116 8599.151 5300.773 5 10 21 41 
117 8599.151 5300.773 3 12 26 44 
118 8599.151 5300.773 4 10 20 50 
119 8599.151 5300.773 3 9 20 51 
