T X Y S0 S1 S2 S3 
0 8888.569 7824.898 4 13 25 53 
1 8893.4 7812.066 4 15 25 46 
2 8899.716 7795.309 4 19 27 54 
3 8902.096 7788.982 3 13 28 58 
4 8904.477 7782.422 3 13 24 54 
5 8909.561 7769.779 3 15 29 46 
6 8932.195 7711.568 4 15 23 40 
7 8935.383 7703.362 4 8 25 52 
8 8937.43 7698.103 5 13 24 48 
9 8952.317 7659.863 4 17 22 51 
10 8953.441 7656.972 4 10 28 41 
11 8953.441 7656.972 3 12 22 51 
12 8953.441 7656.972 4 16 29 53 
13 8953.441 7656.972 5 14 20 40 
14 8953.441 7656.972 5 14 22 41 
15 8953.441 7656.972 3 15 20 41 
16 8953.441 7656.972 5 19 29 50 
17 8953.441 7656.972 3 17 23 59 
18 8953.441 7656.972 5 18 25 49 
19 8953.441 7656.972 4 17 24 44 
20 8953.441 7656.972 3 9 29 54 
21 8959.185 7642.205 5 19 21 48 
22 8966.431 7623.624 4 11 22 53 
23 8969.286 7616.297 5 12 29 40 
24 8971.499 7610.626 5 19 22 54 
25 9001.836 7532.845 3 8 29 58 
26 9004.858 7524.561 5 9 28 48 
27 9008.02 7516.621 4 14 20 55 
28 9033.315 7453.062 3 8 24 43 
29 9047.023 7420.149 5 8 22 50 
30 9055.357 7400.134 3 9 22 46 
31 9056.491 7397.198 5 12 26 48 
32 9061.858 7383.232 5 19 27 56 
33 9065.327 7374.347 3 12 24 58 
34 9091.335 7307.753 5 17 27 55 
35 9092.864 7303.839 4 8 26 48 
36 9090.697 7283.601 4 12 28 43 
37 9088.579 7273.694 5 11 26 43 
38 9071.388 7193.411 3 15 22 40 
39 9067.171 7173.741 5 18 24 54 
40 9071.388 7193.411 5 17 27 59 
41 9088.579 7273.694 4 9 28 51 
42 9090.697 7283.601 5 19 22 51 
43 9092.864 7303.839 4 9 25 46 
44 9091.335 7307.753 4 15 29 59 
45 9065.327 7374.347 3 10 22 51 
46 9061.858 7383.232 3 17 29 40 
47 9056.491 7397.198 5 18 26 44 
48 9055.357 7400.134 3 19 21 47 
49 9047.023 7420.149 3 12 23 41 
50 9033.315 7453.062 4 10 23 45 
51 9008.02 7516.621 3 18 22 57 
52 9004.858 7524.561 5 16 21 49 
53 9001.836 7532.845 3 19 23 47 
54 8971.499 7610.626 5 18 28 56 
55 8969.286 7616.297 4 16 22 43 
56 8966.431 7623.624 5 17 29 57 
57 8959.185 7642.205 5 16 20 55 
58 8953.441 7656.972 3 14 28 50 
59 8952.317 7659.863 5 13 25 42 
60 8937.43 7698.103 5 15 26 49 
61 8935.383 7703.362 5 11 29 50 
62 8932.195 7711.568 5 10 25 45 
63 8909.561 7769.779 5 9 22 48 
64 8904.477 7782.422 3 8 27 58 
65 8902.096 7788.982 4 16 29 41 
66 8899.716 7795.309 5 14 26 53 
67 8893.4 7812.066 3 8 25 58 
68 8888.569 7824.898 4 13 22 59 
69 8893.4 7812.066 5 11 22 58 
70 8899.716 7795.309 3 8 28 49 
71 8902.096 7788.982 4 12 29 53 
72 8904.477 7782.422 3 10 26 52 
73 8909.561 7769.779 3 16 23 43 
74 8932.195 7711.568 4 8 24 44 
75 8935.383 7703.362 3 12 26 43 
76 8937.43 7698.103 3 15 22 45 
77 8952.317 7659.863 3 8 27 40 
78 8953.441 7656.972 4 17 28 43 
79 8959.185 7642.205 5 18 21 50 
80 8966.431 7623.624 5 16 24 49 
81 8969.286 7616.297 4 14 22 40 
82 8971.499 7610.626 3 12 22 42 
83 9001.836 7532.845 3 12 25 44 
84 9004.858 7524.561 4 16 26 45 
85 9008.02 7516.621 4 17 26 55 
86 9033.315 7453.062 5 13 20 41 
87 9047.023 7420.149 4 9 21 58 
88 9055.357 7400.134 3 15 20 50 
89 9056.491 7397.198 4 10 28 51 
90 9061.858 7383.232 3 19 29 48 
91 9065.327 7374.347 5 19 20 53 
92 9091.335 7307.753 4 17 25 42 
93 9092.864 7303.839 5 12 22 50 
94 9090.697 7283.601 4 17 22 50 
95 9088.579 7273.694 4 11 24 41 
96 9071.388 7193.411 4 17 25 50 
97 9067.171 7173.741 4 18 27 54 
98 9071.388 7193.411 5 19 23 57 
99 9088.579 7273.694 5 12 23 42 
100 9090.697 7283.601 4 18 20 46 
101 9092.864 7303.839 4 10 23 46 
102 9091.335 7307.753 4 10 29 44 
103 9065.327 7374.347 5 12 23 48 
104 9061.858 7383.232 4 8 26 59 
105 9056.491 7397.198 3 16 24 56 
106 9055.357 7400.134 5 12 28 47 
107 9047.023 7420.149 3 14 21 52 
108 9033.315 7453.062 4 14 21 52 
109 9008.02 7516.621 3 18 29 53 
110 9004.858 7524.561 4 8 26 45 
111 9001.836 7532.845 3 15 25 41 
112 8971.499 7610.626 3 14 22 49 
113 8969.286 7616.297 4 16 21 49 
114 8966.431 7623.624 5 12 20 44 
115 8959.185 7642.205 5 10 27 40 
116 8953.441 7656.972 5 16 23 53 
117 8952.317 7659.863 4 17 26 52 
118 8937.43 7698.103 5 11 23 41 
119 8937.43 7698.103 5 15 29 42 
