T X Y S0 S1 S2 S3 
0 9657.375 7703.351 3 16 20 58 
1 9670.254 7692.232 5 18 24 47 
2 9689.413 7672.895 5 13 29 50 
3 9721.494 7636.779 3 10 28 52 
4 9726.791 7631.097 5 15 23 54 
5 9732.185 7624.658 3 9 23 46 
6 9792.814 7555.139 4 10 22 51 
7 9833.51 7508.437 3 15 27 45 
8 9844.209 7496.428 3 19 27 58 
9 9896.744 7437.829 3 11 21 51 
10 9933.317 7396.242 4 8 29 51 
11 9960.506 7365.997 3 17 29 43 
12 10012.254 7306.73 5 9 21 50 
13 10032.339 7284.491 3 16 29 47 
14 10103.996 7204.875 3 10 28 44 
15 10166.272 7133.043 4 10 24 42 
16 10275.643 7015.177 5 17 23 50 
17 10385.001 6896.443 3 16 28 56 
18 10421.209 6857.135 4 13 26 54 
19 10426.875 6850.986 3 13 29 55 
20 10429.656 6847.973 5 16 20 56 
21 10437.357 6839.611 4 9 26 54 
22 10442.129 6834.429 4 17 27 42 
23 10559.219 6707.5 5 10 24 47 
24 10815.885 6429.179 4 17 29 45 
25 10909.573 6327.325 5 12 23 47 
26 10932.908 6302.417 3 18 24 59 
27 11008.44 6219.799 5 16 22 47 
28 11031.161 6195.448 3 11 22 59 
29 11253.293 5954.044 3 10 24 53 
30 11260.96 5946.16 4 19 25 40 
31 11270.997 5935.552 5 15 24 53 
32 11326.111 5875.762 3 12 28 49 
33 11363.747 5836.066 3 9 25 41 
34 11368.134 5831.396 3 11 21 48 
35 11395.947 5800.728 5 10 25 53 
36 11475.526 5712.973 4 14 24 55 
37 11505.271 5679.17 3 13 28 46 
38 11660.137 5507.818 4 17 26 47 
39 11678.564 5487.136 3 11 25 53 
40 11701.908 5458.003 4 18 21 54 
41 11729.988 5426.09 4 15 22 53 
42 11701.908 5458.003 4 15 21 42 
43 11678.564 5487.136 5 11 26 44 
44 11660.137 5507.818 4 12 20 41 
45 11505.271 5679.17 4 16 29 51 
46 11475.526 5712.973 5 14 22 46 
47 11395.947 5800.728 4 18 25 47 
48 11368.134 5831.396 3 17 24 51 
49 11363.747 5836.066 4 13 20 45 
50 11326.111 5875.762 3 16 23 41 
51 11270.997 5935.552 4 17 25 55 
52 11260.96 5946.16 3 18 26 58 
53 11253.293 5954.044 4 14 29 54 
54 11031.161 6195.448 3 19 29 47 
55 11008.44 6219.799 3 19 21 42 
56 10932.908 6302.417 4 17 26 40 
57 10909.573 6327.325 4 12 22 54 
58 10815.885 6429.179 5 10 24 42 
59 10559.219 6707.5 5 10 23 46 
60 10442.129 6834.429 3 12 20 49 
61 10437.357 6839.611 3 14 22 41 
62 10429.656 6847.973 4 19 20 50 
63 10426.875 6850.986 5 11 21 58 
64 10421.209 6857.135 3 15 25 41 
65 10385.001 6896.443 3 14 27 53 
66 10275.643 7015.177 3 12 20 52 
67 10166.272 7133.043 4 10 26 57 
68 10103.996 7204.875 4 12 20 53 
69 10032.339 7284.491 3 9 25 47 
70 10012.254 7306.73 5 9 26 45 
71 9960.506 7365.997 4 9 23 45 
72 9933.317 7396.242 3 13 21 51 
73 9896.744 7437.829 5 19 27 51 
74 9844.209 7496.428 4 17 29 52 
75 9833.51 7508.437 5 10 29 47 
76 9792.814 7555.139 4 11 26 44 
77 9732.185 7624.658 3 10 21 56 
78 9726.791 7631.097 5 18 22 57 
79 9721.494 7636.779 4 10 22 47 
80 9689.413 7672.895 4 16 23 40 
81 9670.254 7692.232 4 13 27 45 
82 9657.375 7703.351 4 17 25 54 
83 9670.254 7692.232 4 18 29 48 
84 9689.413 7672.895 3 13 23 51 
85 9721.494 7636.779 3 19 28 42 
86 9726.791 7631.097 4 19 28 58 
87 9732.185 7624.658 4 16 29 58 
88 9792.814 7555.139 3 10 20 44 
89 9833.51 7508.437 5 18 28 55 
90 9844.209 7496.428 4 13 22 45 
91 9896.744 7437.829 4 12 29 47 
92 9933.317 7396.242 3 15 23 46 
93 9960.506 7365.997 4 14 29 43 
94 10012.254 7306.73 5 16 29 41 
95 10032.339 7284.491 5 19 26 46 
96 10103.996 7204.875 4 12 26 51 
97 10166.272 7133.043 3 11 24 56 
98 10275.643 7015.177 3 11 27 49 
99 10385.001 6896.443 3 9 25 56 
100 10421.209 6857.135 4 14 23 52 
101 10426.875 6850.986 5 11 23 41 
102 10429.656 6847.973 5 15 29 58 
103 10437.357 6839.611 5 16 24 47 
104 10442.129 6834.429 3 12 23 42 
105 10559.219 6707.5 3 14 28 43 
106 10815.885 6429.179 5 17 24 47 
107 10909.573 6327.325 3 9 21 41 
108 10932.908 6302.417 3 13 21 55 
109 11008.44 6219.799 3 15 24 40 
110 11031.161 6195.448 4 19 24 50 
111 11253.293 5954.044 5 11 23 56 
112 11260.96 5946.16 5 13 28 43 
113 11270.997 5935.552 5 16 22 41 
114 11326.111 5875.762 5 11 29 49 
115 11363.747 5836.066 4 14 26 47 
116 11368.134 5831.396 4 18 21 54 
117 11395.947 5800.728 5 14 25 45 
118 11475.526 5712.973 4 13 28 50 
119 11475.526 5712.973 4 11 26 48 
