T X Y S0 S1 S2 S3 
0 11399.694 5814.605 5 14 28 48 
1 11399.694 5814.605 4 19 22 50 
2 11399.694 5814.605 4 19 26 59 
3 11399.694 5814.605 4 9 26 40 
4 11399.694 5814.605 4 13 24 58 
5 11399.694 5814.605 4 19 29 50 
6 11399.694 5814.605 3 17 24 40 
7 11399.694 5814.605 3 17 28 44 
8 11399.694 5814.605 5 12 26 50 
9 11399.694 5814.605 3 17 23 50 
10 11399.694 5814.605 3 12 25 41 
11 11399.694 5814.605 5 10 29 46 
12 11399.694 5814.605 5 11 22 51 
13 11399.694 5814.605 5 13 21 41 
14 11399.694 5814.605 5 12 26 50 
15 11399.694 5814.605 4 9 22 57 
16 11399.694 5814.605 3 12 23 49 
17 11399.694 5814.605 4 14 27 57 
18 11399.694 5814.605 3 19 21 40 
19 11399.694 5814.605 4 8 21 54 
20 11399.694 5814.605 5 12 21 42 
21 11399.694 5814.605 3 19 23 54 
22 11399.694 5814.605 3 16 29 53 
23 11399.694 5814.605 3 13 29 51 
24 11399.694 5814.605 5 17 26 56 
25 11399.694 5814.605 5 15 27 48 
26 11399.694 5814.605 5 8 27 47 
27 11399.694 5814.605 4 18 24 45 
28 11399.694 5814.605 3 12 27 58 
29 11399.694 5814.605 4 13 28 57 
30 11399.694 5814.605 3 11 22 48 
31 11399.694 5814.605 5 19 26 44 
32 11399.694 5814.605 3 12 28 59 
33 11399.694 5814.605 5 17 28 56 
34 11399.694 5814.605 5 8 29 52 
35 11399.694 5814.605 5 14 21 44 
36 11399.694 5814.605 4 8 21 53 
37 11399.694 5814.605 3 10 23 46 
38 11399.694 5814.605 3 19 20 54 
39 11399.694 5814.605 5 19 22 52 
40 11399.694 5814.605 4 9 26 41 
41 11399.694 5814.605 5 11 20 52 
42 11399.694 5814.605 3 17 28 43 
43 11399.694 5814.605 3 9 27 42 
44 11399.694 5814.605 4 15 20 49 
45 11399.694 5814.605 5 17 24 44 
46 11399.694 5814.605 4 17 29 42 
47 11399.694 5814.605 4 17 21 55 
48 11399.694 5814.605 3 9 23 50 
49 11399.694 5814.605 3 14 22 51 
50 11399.694 5814.605 4 17 22 47 
51 11399.694 5814.605 4 12 25 56 
52 11399.694 5814.605 3 13 24 40 
53 11399.694 5814.605 4 18 28 49 
54 11399.694 5814.605 3 16 23 53 
55 11399.694 5814.605 5 18 29 56 
56 11399.694 5814.605 3 11 26 54 
57 11399.694 5814.605 3 8 27 43 
58 11399.694 5814.605 4 14 29 41 
59 11399.694 5814.605 5 19 24 53 
60 11399.694 5814.605 5 8 28 53 
61 11399.694 5814.605 3 17 23 56 
62 11399.694 5814.605 5 10 26 40 
63 11399.694 5814.605 4 19 24 59 
64 11399.694 5814.605 5 17 22 40 
65 11399.694 5814.605 4 12 24 58 
66 11399.694 5814.605 5 18 24 58 
67 11399.694 5814.605 5 11 26 40 
68 11399.694 5814.605 4 8 25 49 
69 11399.694 5814.605 5 11 24 49 
70 11399.694 5814.605 5 16 23 42 
71 11399.694 5814.605 3 10 20 50 
72 11399.694 5814.605 4 17 23 47 
73 11399.694 5814.605 5 10 21 50 
74 11399.694 5814.605 3 13 27 57 
75 11399.694 5814.605 3 18 27 41 
76 11399.694 5814.605 3 17 29 41 
77 11399.694 5814.605 4 14 24 44 
78 11399.694 5814.605 5 15 23 44 
79 11399.694 5814.605 3 18 26 41 
80 11399.694 5814.605 5 14 27 48 
81 11399.694 5814.605 5 13 24 51 
82 11399.694 5814.605 5 9 25 54 
83 11399.694 5814.605 5 11 25 41 
84 11399.694 5814.605 4 14 25 50 
85 11399.694 5814.605 3 8 21 56 
86 11399.694 5814.605 5 17 28 46 
87 11399.694 5814.605 4 12 20 50 
88 11399.694 5814.605 4 17 24 56 
89 11399.694 5814.605 3 13 25 43 
90 11399.694 5814.605 5 14 21 45 
91 11399.694 5814.605 4 14 25 54 
92 11399.694 5814.605 3 11 21 49 
93 11399.694 5814.605 3 10 27 49 
94 11399.694 5814.605 5 12 23 49 
95 11399.694 5814.605 4 12 27 58 
96 11399.694 5814.605 5 19 29 57 
97 11399.694 5814.605 4 13 22 56 
98 11399.694 5814.605 4 11 22 59 
99 11399.694 5814.605 4 17 25 59 
100 11399.694 5814.605 5 14 27 52 
101 11399.694 5814.605 5 15 23 59 
102 11399.694 5814.605 4 15 29 56 
103 11399.694 5814.605 4 16 26 49 
104 11399.694 5814.605 5 11 21 56 
105 11399.694 5814.605 3 13 20 55 
106 11399.694 5814.605 3 8 25 56 
107 11399.694 5814.605 5 12 25 59 
108 11399.694 5814.605 4 8 20 47 
109 11399.694 5814.605 3 17 23 46 
110 11399.694 5814.605 4 18 27 55 
111 11399.694 5814.605 5 16 29 45 
112 11399.694 5814.605 3 13 26 55 
113 11399.694 5814.605 4 13 27 52 
114 11399.694 5814.605 5 16 23 59 
115 11399.694 5814.605 3 13 21 41 
116 11399.694 5814.605 4 18 20 42 
117 11399.694 5814.605 5 15 24 47 
118 11399.694 5814.605 4 11 22 45 
119 11399.694 5814.605 4 18 28 47 
