T X Y S0 S1 S2 S3 
0 4048.982 5917.549 5 12 22 43 
1 4111.928 5978.406 5 19 29 53 
2 4199.441 6063.015 5 12 20 54 
3 4287.169 6153.194 3 15 27 48 
4 4320.543 6187.497 4 9 27 58 
5 4334.009 6201.341 5 10 22 55 
6 4370.272 6237.713 4 10 20 52 
7 4443.972 6311.646 5 9 29 49 
8 4580.284 6447.527 5 16 29 55 
9 4617.754 6484.777 5 18 20 42 
10 4656.361 6523.584 4 9 23 54 
11 4678.948 6545.489 5 16 23 50 
12 4722.609 6583.918 5 11 20 49 
13 4814.431 6647.344 3 8 20 46 
14 4839.088 6663.912 5 9 27 57 
15 4880.372 6691.322 3 19 29 46 
16 4887.744 6696.214 5 12 23 59 
17 4890.388 6697.971 4 17 27 57 
18 4920.543 6717.997 5 13 25 42 
19 5002.339 6772.316 5 18 20 43 
20 5022.958 6786.004 3 13 23 56 
21 5068.838 6815.137 4 8 29 58 
22 5075.318 6819.251 3 12 26 46 
23 5078.61 6821.509 3 11 23 43 
24 5089.501 6828.97 4 12 21 43 
25 5116.555 6847.495 3 9 29 43 
26 5127.439 6854.456 4 16 23 57 
27 5136.807 6860.449 3 13 26 55 
28 5146.009 6866.442 3 8 20 53 
29 5155.456 6872.781 5 18 28 50 
30 5157.882 6874.404 4 15 23 44 
31 5186.774 6894.753 4 15 28 41 
32 5218.046 6918.382 4 8 23 51 
33 5221.355 6920.883 4 16 20 50 
34 5241.036 6935.683 3 8 28 42 
35 5276.948 6962.693 5 18 26 44 
36 5288.916 6971.7 3 17 26 41 
37 5304.963 6983.764 3 16 22 45 
38 5318.559 6993.994 5 19 26 51 
39 5349.087 7016.956 4 17 20 42 
40 5360.344 7027.075 4 13 21 42 
41 5402.747 7065.214 4 9 25 59 
42 5411.763 7073.332 5 10 27 45 
43 5422.399 7082.661 4 9 24 59 
44 5483.474 7136.279 5 17 23 40 
45 5495.624 7146.943 5 10 26 45 
46 5508.64 7158.407 4 12 23 57 
47 5531.539 7178.578 4 9 25 56 
48 5553.309 7197.759 3 13 26 44 
49 5577.731 7220.665 4 9 27 47 
50 5609.83 7247.496 3 18 26 47 
51 5637.254 7272.037 3 13 25 54 
52 5652.539 7284.257 3 10 28 48 
53 5637.254 7272.037 3 15 25 42 
54 5609.83 7247.496 3 16 21 48 
55 5577.731 7220.665 5 19 26 53 
56 5553.309 7197.759 3 15 20 51 
57 5531.539 7178.578 5 15 28 57 
58 5508.64 7158.407 3 13 21 44 
59 5495.624 7146.943 3 8 20 41 
60 5483.474 7136.279 3 19 23 52 
61 5422.399 7082.661 5 15 29 42 
62 5411.763 7073.332 3 12 27 57 
63 5402.747 7065.214 3 16 28 45 
64 5360.344 7027.075 5 17 28 48 
65 5349.087 7016.956 5 19 29 53 
66 5318.559 6993.994 3 8 21 53 
67 5304.963 6983.764 3 15 21 55 
68 5288.916 6971.7 5 14 24 41 
69 5276.948 6962.693 3 16 27 46 
70 5241.036 6935.683 5 16 20 45 
71 5221.355 6920.883 5 12 20 40 
72 5218.046 6918.382 5 13 23 43 
73 5186.774 6894.753 4 15 23 40 
74 5157.882 6874.404 3 15 20 46 
75 5155.456 6872.781 3 17 21 52 
76 5146.009 6866.442 5 13 22 44 
77 5136.807 6860.449 4 15 26 54 
78 5127.439 6854.456 4 11 20 58 
79 5116.555 6847.495 5 13 20 51 
80 5089.501 6828.97 5 10 22 58 
81 5078.61 6821.509 5 16 25 48 
82 5075.318 6819.251 4 10 29 44 
83 5068.838 6815.137 3 8 23 48 
84 5022.958 6786.004 4 8 21 55 
85 5002.339 6772.316 3 9 25 51 
86 4920.543 6717.997 4 16 26 51 
87 4890.388 6697.971 3 10 24 46 
88 4887.744 6696.214 4 19 20 59 
89 4880.372 6691.322 5 17 26 40 
90 4839.088 6663.912 4 16 21 49 
91 4814.431 6647.344 4 19 29 56 
92 4722.609 6583.918 4 16 22 40 
93 4678.948 6545.489 5 16 24 52 
94 4656.361 6523.584 3 16 26 53 
95 4617.754 6484.777 3 16 29 50 
96 4580.284 6447.527 4 13 20 52 
97 4443.972 6311.646 5 11 29 51 
98 4370.272 6237.713 5 12 25 49 
99 4334.009 6201.341 3 17 27 44 
100 4320.543 6187.497 3 17 25 42 
101 4287.169 6153.194 3 15 20 59 
102 4199.441 6063.015 4 13 29 56 
103 4111.928 5978.406 3 18 26 55 
104 4048.982 5917.549 3 11 24 57 
105 4111.928 5978.406 5 18 23 53 
106 4199.441 6063.015 3 12 25 53 
107 4287.169 6153.194 5 19 26 59 
108 4320.543 6187.497 4 15 26 50 
109 4334.009 6201.341 4 16 29 48 
110 4370.272 6237.713 5 19 29 40 
111 4443.972 6311.646 5 11 29 56 
112 4580.284 6447.527 4 11 29 53 
113 4617.754 6484.777 4 18 23 57 
114 4656.361 6523.584 5 8 27 53 
115 4678.948 6545.489 4 18 27 42 
116 4722.609 6583.918 4 18 28 54 
117 4814.431 6647.344 5 15 20 46 
118 4839.088 6663.912 4 13 28 40 
119 4839.088 6663.912 5 11 25 50 
