T X Y S0 S1 S2 S3 
0 8565.958 4290.79 5 14 21 58 
1 8565.958 4290.79 4 19 26 41 
2 8565.958 4290.79 4 11 29 47 
3 8565.958 4290.79 3 13 26 58 
4 8565.958 4290.79 5 19 29 57 
5 8565.958 4290.79 4 18 22 43 
6 8565.958 4290.79 5 12 20 50 
7 8565.958 4290.79 5 16 27 59 
8 8565.958 4290.79 5 12 26 56 
9 8565.958 4290.79 3 9 24 43 
10 8565.958 4290.79 5 11 28 44 
11 8565.958 4290.79 3 18 20 59 
12 8565.958 4290.79 3 19 28 54 
13 8565.958 4290.79 5 12 29 55 
14 8565.958 4290.79 5 11 29 53 
15 8565.958 4290.79 3 12 24 54 
16 8565.958 4290.79 3 12 23 53 
17 8565.958 4290.79 3 13 22 46 
18 8565.958 4290.79 5 11 29 48 
19 8565.958 4290.79 4 15 29 45 
20 8565.958 4290.79 4 19 28 40 
21 8565.958 4290.79 5 11 29 44 
22 8565.958 4290.79 3 12 20 44 
23 8565.958 4290.79 4 9 29 50 
24 8565.958 4290.79 5 10 24 46 
25 8565.958 4290.79 4 13 22 50 
26 8565.958 4290.79 5 18 28 55 
27 8565.958 4290.79 5 17 28 59 
28 8565.958 4290.79 5 19 29 41 
29 8565.958 4290.79 4 10 21 56 
30 8565.958 4290.79 3 15 20 45 
31 8565.958 4290.79 4 17 26 46 
32 8565.958 4290.79 4 13 23 49 
33 8565.958 4290.79 4 15 24 45 
34 8565.958 4290.79 5 17 28 52 
35 8565.958 4290.79 4 10 23 47 
36 8565.958 4290.79 5 15 24 57 
37 8565.958 4290.79 3 16 28 50 
38 8565.958 4290.79 5 13 24 45 
39 8565.958 4290.79 4 14 26 59 
40 8565.958 4290.79 3 13 21 46 
41 8565.958 4290.79 3 8 29 49 
42 8565.958 4290.79 3 19 22 58 
43 8565.958 4290.79 3 13 29 50 
44 8565.958 4290.79 5 12 27 51 
45 8565.958 4290.79 3 9 20 44 
46 8565.958 4290.79 3 15 26 58 
47 8565.958 4290.79 3 17 26 48 
48 8565.958 4290.79 3 16 28 50 
49 8565.958 4290.79 5 11 22 52 
50 8565.958 4290.79 3 12 24 42 
51 8565.958 4290.79 3 18 26 41 
52 8565.958 4290.79 5 10 25 42 
53 8565.958 4290.79 5 18 20 42 
54 8565.958 4290.79 4 13 20 46 
55 8565.958 4290.79 3 13 29 41 
56 8565.958 4290.79 3 16 22 43 
57 8565.958 4290.79 3 8 26 57 
58 8565.958 4290.79 5 11 26 56 
59 8565.958 4290.79 5 16 23 41 
60 8565.958 4290.79 3 8 24 50 
61 8565.958 4290.79 5 17 26 58 
62 8565.958 4290.79 3 18 22 52 
63 8565.958 4290.79 5 16 26 57 
64 8565.958 4290.79 5 15 28 55 
65 8565.958 4290.79 3 17 29 40 
66 8565.958 4290.79 5 14 29 41 
67 8565.958 4290.79 3 10 25 42 
68 8565.958 4290.79 4 14 23 41 
69 8565.958 4290.79 5 15 21 48 
70 8565.958 4290.79 3 11 20 56 
71 8565.958 4290.79 3 17 26 46 
72 8565.958 4290.79 3 11 21 55 
73 8565.958 4290.79 3 17 28 50 
74 8565.958 4290.79 3 12 29 44 
75 8565.958 4290.79 3 14 22 56 
76 8565.958 4290.79 5 16 26 54 
77 8565.958 4290.79 4 14 20 47 
78 8565.958 4290.79 4 11 27 54 
79 8565.958 4290.79 4 9 27 49 
80 8565.958 4290.79 3 8 23 56 
81 8565.958 4290.79 3 10 28 58 
82 8565.958 4290.79 3 13 22 43 
83 8565.958 4290.79 4 18 22 48 
84 8565.958 4290.79 5 9 24 41 
85 8565.958 4290.79 3 11 28 54 
86 8565.958 4290.79 5 9 28 59 
87 8565.958 4290.79 4 8 21 49 
88 8565.958 4290.79 5 9 20 59 
89 8565.958 4290.79 5 19 22 58 
90 8565.958 4290.79 4 8 22 55 
91 8565.958 4290.79 5 12 28 40 
92 8565.958 4290.79 4 17 22 54 
93 8565.958 4290.79 5 16 26 56 
94 8565.958 4290.79 4 13 22 48 
95 8565.958 4290.79 3 19 21 41 
96 8565.958 4290.79 3 8 28 44 
97 8565.958 4290.79 5 17 25 52 
98 8565.958 4290.79 4 18 20 42 
99 8565.958 4290.79 4 9 22 53 
100 8565.958 4290.79 3 13 22 50 
101 8565.958 4290.79 4 18 28 51 
102 8565.958 4290.79 4 16 21 53 
103 8565.958 4290.79 5 14 22 45 
104 8565.958 4290.79 5 12 25 56 
105 8565.958 4290.79 5 14 26 50 
106 8565.958 4290.79 3 19 28 41 
107 8565.958 4290.79 3 17 29 46 
108 8565.958 4290.79 5 19 27 56 
109 8565.958 4290.79 4 15 20 50 
110 8565.958 4290.79 4 13 24 40 
111 8565.958 4290.79 3 12 25 59 
112 8565.958 4290.79 5 9 25 52 
113 8565.958 4290.79 5 14 25 41 
114 8565.958 4290.79 5 17 23 47 
115 8565.958 4290.79 4 13 21 49 
116 8565.958 4290.79 4 14 28 53 
117 8565.958 4290.79 3 10 27 51 
118 8565.958 4290.79 5 11 23 46 
119 8565.958 4290.79 3 18 29 53 
