T X Y S0 S1 S2 S3 
2 9670.254 7692.232 5 13 27 57 
3 9689.413 7672.895 4 13 21 58 
4 9721.494 7636.779 5 16 28 42 
5 9726.791 7631.097 5 11 21 49 
6 9732.185 7624.658 4 17 29 58 
7 9792.814 7555.139 4 13 27 50 
8 9833.51 7508.437 3 17 28 57 
9 9844.209 7496.428 3 12 29 45 
10 9896.744 7437.829 3 8 26 55 
11 9933.317 7396.242 5 17 24 43 
12 9960.506 7365.997 3 14 28 55 
13 10012.254 7306.73 3 16 24 59 
14 10032.339 7284.491 3 12 24 56 
15 10103.996 7204.875 4 10 29 54 
16 10166.272 7133.043 4 8 29 43 
17 10275.643 7015.177 4 10 20 57 
18 10385.001 6896.443 4 11 26 57 
19 10421.209 6857.135 4 10 29 40 
20 10426.875 6850.986 4 11 20 47 
21 10429.656 6847.973 3 9 25 46 
22 10437.357 6839.611 4 11 23 46 
23 10442.129 6834.429 5 18 21 44 
24 10559.219 6707.5 4 9 21 44 
25 10815.885 6429.179 3 10 20 49 
26 10909.573 6327.325 5 12 29 53 
27 10932.908 6302.417 4 11 20 43 
28 11008.44 6219.799 5 19 20 55 
29 11031.161 6195.448 5 15 21 56 
30 11253.293 5954.044 3 12 20 47 
31 11260.96 5946.16 3 18 23 44 
32 11270.997 5935.552 3 9 25 55 
33 11326.111 5875.762 3 13 21 47 
34 11363.747 5836.066 4 8 20 40 
35 11368.134 5831.396 3 19 25 57 
36 11395.947 5800.728 3 17 28 54 
37 11475.526 5712.973 4 19 28 57 
38 11505.271 5679.17 3 14 22 41 
39 11660.137 5507.818 4 14 29 42 
40 11678.564 5487.136 5 16 22 42 
41 11701.908 5458.003 4 8 28 40 
42 11729.988 5426.09 3 18 29 56 
43 11701.908 5458.003 4 19 25 51 
44 11678.564 5487.136 5 12 21 42 
45 11660.137 5507.818 3 14 23 45 
46 11505.271 5679.17 5 17 27 57 
47 11475.526 5712.973 5 15 23 49 
48 11395.947 5800.728 3 8 24 48 
49 11368.134 5831.396 5 12 29 50 
50 11363.747 5836.066 5 16 22 58 
51 11326.111 5875.762 4 9 21 47 
52 11270.997 5935.552 3 14 21 43 
53 11260.96 5946.16 4 19 21 42 
54 11253.293 5954.044 5 19 28 58 
55 11031.161 6195.448 4 17 28 50 
56 11008.44 6219.799 4 10 22 53 
57 10932.908 6302.417 3 18 26 48 
58 10909.573 6327.325 3 15 23 48 
59 10815.885 6429.179 4 17 26 46 
60 10559.219 6707.5 3 11 20 42 
61 10442.129 6834.429 3 11 25 43 
62 10437.357 6839.611 5 11 20 49 
63 10429.656 6847.973 5 19 23 43 
64 10426.875 6850.986 3 17 23 51 
65 10421.209 6857.135 4 12 25 48 
66 10385.001 6896.443 3 9 22 47 
67 10275.643 7015.177 4 19 27 48 
68 10166.272 7133.043 3 11 23 58 
69 10103.996 7204.875 5 19 24 58 
70 10032.339 7284.491 5 19 22 59 
71 10012.254 7306.73 3 16 28 54 
72 9960.506 7365.997 3 12 21 58 
73 9933.317 7396.242 3 11 22 43 
74 9896.744 7437.829 4 18 25 42 
75 9844.209 7496.428 4 18 21 50 
76 9833.51 7508.437 3 14 29 54 
77 9792.814 7555.139 5 17 22 40 
78 9732.185 7624.658 4 13 26 52 
79 9726.791 7631.097 5 8 24 58 
80 9721.494 7636.779 3 11 23 58 
81 9689.413 7672.895 3 19 22 47 
82 9670.254 7692.232 4 12 24 50 
83 9657.375 7703.351 4 19 28 50 
84 9670.254 7692.232 5 18 29 52 
85 9689.413 7672.895 5 16 27 42 
86 9721.494 7636.779 5 17 23 48 
87 9726.791 7631.097 5 9 22 59 
88 9732.185 7624.658 5 12 22 55 
89 9792.814 7555.139 4 15 21 43 
90 9833.51 7508.437 4 16 29 54 
91 9844.209 7496.428 5 8 29 56 
92 9896.744 7437.829 3 17 21 46 
93 9933.317 7396.242 5 11 29 57 
94 9960.506 7365.997 5 8 26 40 
95 10012.254 7306.73 4 10 20 45 
96 10032.339 7284.491 5 10 22 42 
97 10103.996 7204.875 5 10 23 51 
98 10166.272 7133.043 3 12 23 57 
99 10275.643 7015.177 5 16 28 57 
100 10385.001 6896.443 3 16 26 45 
101 10421.209 6857.135 3 10 25 48 
102 10426.875 6850.986 4 14 20 51 
103 10429.656 6847.973 4 13 26 56 
104 10437.357 6839.611 5 12 22 57 
105 10442.129 6834.429 5 10 26 40 
106 10559.219 6707.5 5 10 24 40 
107 10815.885 6429.179 5 14 27 43 
108 10909.573 6327.325 5 16 29 51 
109 10932.908 6302.417 4 14 24 43 
110 11008.44 6219.799 5 14 29 54 
111 11031.161 6195.448 3 11 20 44 
112 11253.293 5954.044 5 8 27 43 
113 11260.96 5946.16 5 16 27 44 
114 11270.997 5935.552 4 18 22 48 
115 11326.111 5875.762 5 14 24 55 
116 11363.747 5836.066 4 9 20 45 
117 11368.134 5831.396 4 18 21 55 
118 11395.947 5800.728 4 16 27 55 
119 11395.947 5800.728 5 10 21 40 
