T X Y S0 S1 S2 S3 
0 8953.441 7656.972 3 15 23 46 
1 8953.441 7656.972 5 16 20 56 
2 8953.441 7656.972 3 18 21 41 
3 8953.441 7656.972 5 14 27 41 
4 8953.441 7656.972 3 13 22 57 
5 8953.441 7656.972 5 11 23 57 
6 8953.441 7656.972 3 17 21 44 
7 8953.441 7656.972 5 11 21 54 
8 8953.441 7656.972 3 13 25 49 
9 8953.441 7656.972 4 18 21 56 
10 8953.441 7656.972 5 9 24 52 
11 8953.441 7656.972 5 16 20 55 
12 8953.441 7656.972 5 19 23 49 
13 8953.441 7656.972 5 9 24 41 
14 8953.441 7656.972 4 14 26 51 
15 8953.441 7656.972 3 11 24 46 
16 8953.441 7656.972 4 10 28 55 
17 8953.441 7656.972 5 11 29 52 
18 8953.441 7656.972 3 14 21 43 
19 8953.441 7656.972 5 18 28 50 
20 8953.441 7656.972 5 12 27 59 
21 8953.441 7656.972 4 11 24 42 
22 8953.441 7656.972 3 15 28 47 
23 8953.441 7656.972 5 19 23 58 
24 8953.441 7656.972 3 12 28 40 
25 8953.441 7656.972 5 13 21 49 
26 8953.441 7656.972 5 17 28 56 
27 8953.441 7656.972 4 17 24 42 
28 8953.441 7656.972 5 15 23 50 
29 8953.441 7656.972 3 17 23 54 
30 8953.441 7656.972 3 15 27 53 
31 8953.441 7656.972 5 18 23 42 
32 8953.441 7656.972 3 17 25 43 
33 8953.441 7656.972 5 9 27 58 
34 8953.441 7656.972 3 10 22 51 
35 8953.441 7656.972 5 11 23 58 
36 8953.441 7656.972 3 12 20 57 
37 8953.441 7656.972 5 17 20 53 
38 8953.441 7656.972 3 9 29 57 
39 8953.441 7656.972 5 14 26 59 
40 8953.441 7656.972 3 11 22 48 
41 8953.441 7656.972 3 11 20 49 
42 8953.441 7656.972 5 14 21 40 
43 8953.441 7656.972 5 16 24 59 
44 8953.441 7656.972 3 18 24 40 
45 8953.441 7656.972 3 12 28 40 
46 8953.441 7656.972 4 18 27 51 
47 8953.441 7656.972 4 16 22 49 
48 8953.441 7656.972 5 8 21 48 
49 8953.441 7656.972 3 9 26 45 
50 8953.441 7656.972 5 16 22 53 
51 8953.441 7656.972 4 10 29 56 
52 8953.441 7656.972 3 16 26 41 
53 8953.441 7656.972 3 18 20 43 
54 8953.441 7656.972 3 8 24 58 
55 8953.441 7656.972 4 19 26 54 
56 8953.441 7656.972 3 15 29 48 
57 8953.441 7656.972 3 18 28 59 
58 8953.441 7656.972 5 8 26 49 
59 8953.441 7656.972 4 18 29 55 
60 8953.441 7656.972 3 18 22 44 
61 8953.441 7656.972 4 13 28 45 
62 8953.441 7656.972 5 10 28 41 
63 8953.441 7656.972 4 16 27 42 
64 8953.441 7656.972 3 13 27 46 
65 8953.441 7656.972 3 10 21 51 
66 8953.441 7656.972 4 18 27 42 
67 8953.441 7656.972 5 10 27 51 
68 8953.441 7656.972 5 12 29 51 
69 8953.441 7656.972 3 18 21 47 
70 8953.441 7656.972 4 14 22 47 
71 8953.441 7656.972 5 9 22 55 
72 8953.441 7656.972 5 17 23 59 
73 8953.441 7656.972 4 10 28 53 
74 8953.441 7656.972 4 11 20 57 
75 8953.441 7656.972 3 10 24 56 
76 8953.441 7656.972 3 10 26 58 
77 8953.441 7656.972 3 14 29 50 
78 8953.441 7656.972 4 18 23 56 
79 8953.441 7656.972 3 11 21 50 
80 8953.441 7656.972 4 14 27 45 
81 8953.441 7656.972 4 19 24 54 
82 8953.441 7656.972 3 9 24 52 
83 8953.441 7656.972 4 8 20 40 
84 8953.441 7656.972 4 16 22 58 
85 8953.441 7656.972 4 9 21 49 
86 8953.441 7656.972 4 8 22 59 
87 8953.441 7656.972 3 18 20 45 
88 8953.441 7656.972 5 15 21 44 
89 8953.441 7656.972 5 18 26 55 
90 8953.441 7656.972 5 14 25 56 
91 8953.441 7656.972 3 19 25 50 
92 8953.441 7656.972 4 11 20 45 
93 8953.441 7656.972 3 16 21 43 
94 8953.441 7656.972 4 12 24 43 
95 8953.441 7656.972 4 15 26 44 
96 8953.441 7656.972 4 12 27 48 
97 8953.441 7656.972 4 15 22 40 
98 8953.441 7656.972 4 19 21 55 
99 8953.441 7656.972 4 13 28 45 
100 8953.441 7656.972 4 13 21 56 
101 8953.441 7656.972 4 19 24 54 
102 8953.441 7656.972 4 10 29 50 
103 8953.441 7656.972 3 14 27 45 
104 8953.441 7656.972 4 12 22 59 
105 8953.441 7656.972 4 13 22 46 
106 8953.441 7656.972 3 17 26 50 
107 8953.441 7656.972 3 10 21 51 
108 8953.441 7656.972 3 17 21 53 
109 8953.441 7656.972 4 9 27 45 
110 8953.441 7656.972 5 9 22 51 
111 8953.441 7656.972 4 14 26 52 
112 8953.441 7656.972 3 16 25 51 
113 8953.441 7656.972 3 12 29 47 
114 8953.441 7656.972 3 15 28 46 
115 8953.441 7656.972 5 19 29 45 
116 8953.441 7656.972 5 15 27 43 
117 8953.441 7656.972 3 14 24 58 
118 8953.441 7656.972 5 14 24 44 
119 8953.441 7656.972 5 12 25 42 
