T X Y S0 S1 S2 S3 
2 9670.254 7692.232 4 10 28 50 
3 9689.413 7672.895 4 11 25 44 
4 9721.494 7636.779 5 16 21 41 
5 9726.791 7631.097 3 13 29 47 
6 9732.185 7624.658 3 12 24 51 
7 9792.814 7555.139 5 8 23 51 
8 9833.51 7508.437 3 9 20 50 
9 9844.209 7496.428 4 14 23 46 
10 9896.744 7437.829 5 12 29 57 
11 9933.317 7396.242 4 11 24 52 
12 9960.506 7365.997 5 15 27 46 
13 10012.254 7306.73 4 9 28 51 
14 10032.339 7284.491 5 8 28 54 
15 10103.996 7204.875 5 13 26 49 
16 10166.272 7133.043 3 11 24 47 
17 10275.643 7015.177 5 16 21 42 
18 10385.001 6896.443 4 18 22 57 
19 10421.209 6857.135 4 15 29 43 
20 10426.875 6850.986 3 16 26 45 
21 10429.656 6847.973 5 10 25 42 
22 10437.357 6839.611 4 18 24 54 
23 10442.129 6834.429 4 10 20 41 
24 10559.219 6707.5 5 8 23 42 
25 10815.885 6429.179 5 12 25 49 
26 10909.573 6327.325 3 8 29 51 
27 10932.908 6302.417 5 9 27 48 
28 11008.44 6219.799 4 19 25 41 
29 11031.161 6195.448 3 14 21 43 
30 11253.293 5954.044 5 14 24 51 
31 11260.96 5946.16 4 10 28 41 
32 11270.997 5935.552 4 9 28 49 
33 11326.111 5875.762 4 16 21 48 
34 11363.747 5836.066 4 9 24 43 
35 11368.134 5831.396 3 16 28 42 
36 11395.947 5800.728 4 9 20 57 
37 11475.526 5712.973 3 11 25 54 
38 11505.271 5679.17 3 10 29 51 
39 11660.137 5507.818 5 13 24 51 
40 11678.564 5487.136 3 11 29 47 
41 11701.908 5458.003 4 19 21 50 
42 11729.988 5426.09 4 8 24 58 
43 11701.908 5458.003 5 19 28 59 
44 11678.564 5487.136 5 19 21 48 
45 11660.137 5507.818 4 11 29 44 
46 11505.271 5679.17 5 16 28 59 
47 11475.526 5712.973 4 8 24 58 
48 11395.947 5800.728 3 18 22 50 
49 11368.134 5831.396 4 14 26 57 
50 11363.747 5836.066 4 17 27 45 
51 11326.111 5875.762 4 17 25 42 
52 11270.997 5935.552 3 17 28 46 
53 11260.96 5946.16 4 14 21 57 
54 11253.293 5954.044 3 17 20 41 
55 11031.161 6195.448 5 13 25 40 
56 11008.44 6219.799 5 9 23 47 
57 10932.908 6302.417 4 19 26 49 
58 10909.573 6327.325 3 14 27 43 
59 10815.885 6429.179 4 10 27 45 
60 10559.219 6707.5 3 16 29 42 
61 10442.129 6834.429 3 10 27 59 
62 10437.357 6839.611 5 16 23 55 
63 10429.656 6847.973 4 17 27 41 
64 10426.875 6850.986 3 8 22 46 
65 10421.209 6857.135 5 19 25 40 
66 10385.001 6896.443 3 15 27 50 
67 10275.643 7015.177 3 10 25 45 
68 10166.272 7133.043 3 13 29 45 
69 10103.996 7204.875 4 16 27 47 
70 10032.339 7284.491 5 11 23 42 
71 10012.254 7306.73 3 12 23 56 
72 9960.506 7365.997 4 15 20 58 
73 9933.317 7396.242 3 12 25 59 
74 9896.744 7437.829 5 14 29 47 
75 9844.209 7496.428 5 17 27 42 
76 9833.51 7508.437 3 17 23 42 
77 9792.814 7555.139 3 8 24 40 
78 9732.185 7624.658 4 17 23 53 
79 9726.791 7631.097 5 11 28 56 
80 9721.494 7636.779 5 9 20 56 
81 9689.413 7672.895 3 12 22 52 
82 9670.254 7692.232 3 16 23 56 
83 9657.375 7703.351 5 19 20 40 
84 9670.254 7692.232 3 19 24 40 
85 9689.413 7672.895 4 16 21 53 
86 9721.494 7636.779 4 14 24 41 
87 9726.791 7631.097 3 18 20 43 
88 9732.185 7624.658 4 18 26 48 
89 9792.814 7555.139 4 11 27 49 
90 9833.51 7508.437 5 10 22 40 
91 9844.209 7496.428 4 12 22 48 
92 9896.744 7437.829 5 16 22 53 
93 9933.317 7396.242 5 16 26 42 
94 9960.506 7365.997 3 9 21 59 
95 10012.254 7306.73 3 14 22 47 
96 10032.339 7284.491 5 15 24 48 
97 10103.996 7204.875 3 10 25 48 
98 10166.272 7133.043 3 9 25 50 
99 10275.643 7015.177 4 11 27 58 
100 10385.001 6896.443 3 9 22 40 
101 10421.209 6857.135 4 8 22 46 
102 10426.875 6850.986 5 12 29 59 
103 10429.656 6847.973 3 19 27 51 
104 10437.357 6839.611 4 19 26 46 
105 10442.129 6834.429 3 11 20 59 
106 10559.219 6707.5 5 17 23 43 
107 10815.885 6429.179 3 17 28 44 
108 10909.573 6327.325 3 12 29 49 
109 10932.908 6302.417 4 19 29 41 
110 11008.44 6219.799 5 10 26 45 
111 11031.161 6195.448 4 19 26 58 
112 11253.293 5954.044 3 8 24 45 
113 11260.96 5946.16 4 12 20 52 
114 11270.997 5935.552 5 9 26 54 
115 11326.111 5875.762 4 11 23 43 
116 11363.747 5836.066 4 12 21 51 
117 11368.134 5831.396 3 11 22 42 
118 11395.947 5800.728 5 18 22 40 
119 11395.947 5800.728 5 18 21 51 
