T X Y S0 S1 S2 S3 
2 8810.905 8664.309 3 18 29 50 
3 8805.119 8670.102 3 11 22 43 
4 8799.973 8675.929 5 18 21 53 
5 8781.454 8697.678 3 19 24 46 
6 8767.925 8713.579 3 18 26 55 
7 8764.698 8717.36 5 14 22 58 
8 8761.401 8721.24 5 16 27 56 
9 8756.833 8726.311 5 11 26 55 
10 8744.26 8740.288 5 19 25 49 
11 8722.158 8764.851 3 19 26 54 
12 8715.766 8771.956 4 11 22 41 
13 8710.374 8777.95 3 15 29 43 
14 8693.769 8796.375 4 15 26 57 
15 8665.985 8827.198 3 16 28 47 
16 8664.328 8829.022 5 13 27 49 
17 8659.436 8834.437 3 10 26 55 
18 8655.008 8839.318 3 9 22 46 
19 8631.591 8865.127 4 11 29 56 
20 8616.993 8881.161 3 19 21 43 
21 8587.536 8913.519 5 9 26 42 
22 8581.354 8921.169 3 12 24 40 
23 8575.411 8927.318 4 9 26 59 
24 8547.706 8959.142 3 8 23 52 
25 8546.233 8960.832 4 11 27 53 
26 8529.478 8980.08 5 17 28 41 
27 8526.243 8983.794 3 8 21 56 
28 8520.737 8990.099 4 9 27 55 
29 8460.944 9058.773 3 12 21 57 
30 8451.213 9069.948 3 8 28 41 
31 8460.944 9058.773 5 15 20 57 
32 8520.737 8990.099 5 9 29 45 
33 8526.243 8983.794 3 19 24 54 
34 8529.478 8980.08 3 18 25 46 
35 8546.233 8960.832 4 9 24 59 
36 8547.706 8959.142 5 12 26 53 
37 8575.411 8927.318 5 14 27 44 
38 8581.354 8921.169 3 14 24 42 
39 8587.536 8913.519 5 16 25 55 
40 8616.993 8881.161 4 14 25 57 
41 8631.591 8865.127 4 10 29 48 
42 8655.008 8839.318 5 14 23 40 
43 8659.436 8834.437 3 18 25 51 
44 8664.328 8829.022 5 9 23 59 
45 8665.985 8827.198 5 19 22 43 
46 8693.769 8796.375 5 13 29 40 
47 8710.374 8777.95 3 8 21 46 
48 8715.766 8771.956 5 8 29 45 
49 8722.158 8764.851 4 17 25 57 
50 8744.26 8740.288 4 15 21 42 
51 8756.833 8726.311 5 9 21 44 
52 8761.401 8721.24 3 17 26 41 
53 8764.698 8717.36 3 13 27 47 
54 8767.925 8713.579 3 11 25 59 
55 8781.454 8697.678 5 14 23 42 
56 8799.973 8675.929 5 17 28 45 
57 8805.119 8670.102 5 18 28 44 
58 8810.905 8664.309 5 18 22 54 
59 8818.892 8656.225 5 13 20 44 
60 8810.905 8664.309 3 12 28 45 
61 8805.119 8670.102 4 19 24 53 
62 8799.973 8675.929 3 10 20 41 
63 8781.454 8697.678 4 10 27 40 
64 8767.925 8713.579 3 19 21 46 
65 8764.698 8717.36 4 18 20 56 
66 8761.401 8721.24 3 19 25 41 
67 8756.833 8726.311 4 10 22 45 
68 8744.26 8740.288 4 13 28 40 
69 8722.158 8764.851 4 15 20 59 
70 8715.766 8771.956 4 11 21 49 
71 8710.374 8777.95 4 16 23 53 
72 8693.769 8796.375 5 18 26 56 
73 8665.985 8827.198 5 18 23 45 
74 8664.328 8829.022 5 17 28 55 
75 8659.436 8834.437 3 10 20 56 
76 8655.008 8839.318 5 13 25 52 
77 8631.591 8865.127 3 9 22 53 
78 8616.993 8881.161 3 17 22 50 
79 8587.536 8913.519 4 8 29 40 
80 8581.354 8921.169 4 15 21 57 
81 8575.411 8927.318 3 9 20 53 
82 8547.706 8959.142 5 17 20 49 
83 8546.233 8960.832 5 18 22 40 
84 8529.478 8980.08 4 15 23 51 
85 8526.243 8983.794 3 15 26 57 
86 8520.737 8990.099 5 17 22 52 
87 8460.944 9058.773 5 12 29 56 
88 8451.213 9069.948 5 18 27 51 
89 8460.944 9058.773 5 9 27 42 
90 8520.737 8990.099 4 13 22 54 
91 8526.243 8983.794 4 16 27 53 
92 8529.478 8980.08 4 11 29 52 
93 8546.233 8960.832 3 15 27 55 
94 8547.706 8959.142 5 9 25 50 
95 8575.411 8927.318 5 17 26 43 
96 8581.354 8921.169 5 15 22 43 
97 8587.536 8913.519 5 14 23 54 
98 8616.993 8881.161 5 9 29 45 
99 8631.591 8865.127 4 10 21 52 
100 8655.008 8839.318 4 19 25 49 
101 8659.436 8834.437 3 9 29 54 
102 8664.328 8829.022 5 9 28 50 
103 8665.985 8827.198 5 15 23 48 
104 8693.769 8796.375 5 12 23 56 
105 8710.374 8777.95 4 18 24 50 
106 8715.766 8771.956 4 15 22 58 
107 8722.158 8764.851 5 18 22 58 
108 8744.26 8740.288 4 8 23 40 
109 8756.833 8726.311 5 10 23 44 
110 8761.401 8721.24 4 19 25 57 
111 8764.698 8717.36 4 13 21 48 
112 8767.925 8713.579 5 14 24 45 
113 8781.454 8697.678 3 13 22 44 
114 8799.973 8675.929 5 15 25 42 
115 8805.119 8670.102 5 12 25 59 
116 8810.905 8664.309 5 11 27 51 
117 8818.892 8656.225 5 12 22 44 
118 8810.905 8664.309 5 18 22 55 
119 8810.905 8664.309 5 9 25 53 
