T X Y S0 S1 S2 S3 
1 9670.254 7692.232 5 9 20 43 
2 9689.413 7672.895 3 10 27 48 
3 9721.494 7636.779 3 8 27 55 
4 9726.791 7631.097 5 8 21 48 
5 9732.185 7624.658 5 8 23 46 
6 9792.814 7555.139 5 16 28 54 
7 9833.51 7508.437 5 10 21 50 
8 9844.209 7496.428 4 10 27 45 
9 9896.744 7437.829 5 19 23 54 
10 9933.317 7396.242 3 11 20 54 
11 9960.506 7365.997 3 10 29 53 
12 10012.254 7306.73 3 11 27 52 
13 10032.339 7284.491 4 11 26 52 
14 10103.996 7204.875 5 10 23 44 
15 10166.272 7133.043 5 19 26 43 
16 10275.643 7015.177 4 16 25 49 
17 10385.001 6896.443 5 18 28 49 
18 10421.209 6857.135 5 11 24 45 
19 10426.875 6850.986 3 11 21 51 
20 10429.656 6847.973 5 9 25 50 
21 10437.357 6839.611 4 16 21 44 
22 10442.129 6834.429 5 17 29 54 
23 10559.219 6707.5 3 16 24 46 
24 10815.885 6429.179 3 13 24 47 
25 10909.573 6327.325 5 11 27 47 
26 10932.908 6302.417 3 10 29 49 
27 11008.44 6219.799 3 9 23 56 
28 11031.161 6195.448 5 11 25 50 
29 11253.293 5954.044 3 15 28 49 
30 11260.96 5946.16 3 10 26 57 
31 11270.997 5935.552 3 9 21 55 
32 11326.111 5875.762 3 16 27 55 
33 11363.747 5836.066 3 12 27 41 
34 11368.134 5831.396 3 10 29 54 
35 11395.947 5800.728 4 18 20 46 
36 11475.526 5712.973 3 17 29 42 
37 11505.271 5679.17 3 10 27 51 
38 11660.137 5507.818 4 11 21 44 
39 11678.564 5487.136 3 9 26 43 
40 11701.908 5458.003 4 8 25 40 
41 11729.988 5426.09 3 14 25 47 
42 11701.908 5458.003 3 9 20 51 
43 11678.564 5487.136 3 13 22 58 
44 11660.137 5507.818 3 13 21 44 
45 11505.271 5679.17 5 12 24 44 
46 11475.526 5712.973 3 19 29 44 
47 11395.947 5800.728 4 14 23 41 
48 11368.134 5831.396 3 14 26 48 
49 11363.747 5836.066 4 16 23 55 
50 11326.111 5875.762 5 16 20 51 
51 11270.997 5935.552 4 17 23 56 
52 11260.96 5946.16 3 15 29 50 
53 11253.293 5954.044 5 8 27 44 
54 11031.161 6195.448 5 14 26 45 
55 11008.44 6219.799 5 16 20 42 
56 10932.908 6302.417 5 16 25 44 
57 10909.573 6327.325 3 18 29 53 
58 10815.885 6429.179 5 10 20 42 
59 10559.219 6707.5 3 17 27 57 
60 10442.129 6834.429 4 10 21 56 
61 10437.357 6839.611 5 14 26 59 
62 10429.656 6847.973 4 17 21 48 
63 10426.875 6850.986 4 10 24 49 
64 10421.209 6857.135 4 12 20 54 
65 10385.001 6896.443 3 13 21 55 
66 10275.643 7015.177 5 8 25 56 
67 10166.272 7133.043 5 11 28 56 
68 10103.996 7204.875 4 14 21 56 
69 10032.339 7284.491 5 17 22 43 
70 10012.254 7306.73 4 17 25 43 
71 9960.506 7365.997 5 10 20 43 
72 9933.317 7396.242 4 14 23 48 
73 9896.744 7437.829 5 12 21 46 
74 9844.209 7496.428 3 9 28 56 
75 9833.51 7508.437 4 17 22 53 
76 9792.814 7555.139 5 14 27 48 
77 9732.185 7624.658 3 11 28 45 
78 9726.791 7631.097 5 18 27 50 
79 9721.494 7636.779 4 16 24 41 
80 9689.413 7672.895 5 17 29 49 
81 9670.254 7692.232 3 16 21 48 
82 9657.375 7703.351 5 9 21 53 
83 9670.254 7692.232 4 18 24 56 
84 9689.413 7672.895 3 12 24 48 
85 9721.494 7636.779 5 11 22 51 
86 9726.791 7631.097 5 12 25 56 
87 9732.185 7624.658 4 19 23 48 
88 9792.814 7555.139 3 16 28 57 
89 9833.51 7508.437 5 12 23 48 
90 9844.209 7496.428 5 15 21 53 
91 9896.744 7437.829 5 17 26 42 
92 9933.317 7396.242 5 16 21 57 
93 9960.506 7365.997 3 14 23 50 
94 10012.254 7306.73 4 16 28 45 
95 10032.339 7284.491 5 9 25 49 
96 10103.996 7204.875 5 10 24 41 
97 10166.272 7133.043 4 14 25 52 
98 10275.643 7015.177 5 14 24 50 
99 10385.001 6896.443 3 18 29 46 
100 10421.209 6857.135 5 11 28 52 
101 10426.875 6850.986 3 9 21 59 
102 10429.656 6847.973 5 10 27 48 
103 10437.357 6839.611 3 8 25 44 
104 10442.129 6834.429 5 9 25 44 
105 10559.219 6707.5 3 16 24 46 
106 10815.885 6429.179 3 18 27 57 
107 10909.573 6327.325 4 9 27 46 
108 10932.908 6302.417 4 18 21 42 
109 11008.44 6219.799 3 14 29 50 
110 11031.161 6195.448 3 14 25 41 
111 11253.293 5954.044 4 10 20 59 
112 11260.96 5946.16 4 12 29 46 
113 11270.997 5935.552 4 9 21 47 
114 11326.111 5875.762 5 8 28 55 
115 11363.747 5836.066 3 17 26 43 
116 11368.134 5831.396 5 14 25 43 
117 11395.947 5800.728 4 19 28 50 
118 11475.526 5712.973 5 17 21 53 
119 11475.526 5712.973 5 9 23 44 
