T X Y S0 S1 S2 S3 
0 8632.783 2992.7 4 13 28 50 
1 8632.783 2992.7 3 13 21 56 
2 8632.783 2992.7 5 9 24 46 
3 8632.783 2992.7 3 17 21 57 
4 8632.783 2992.7 5 18 25 56 
5 8632.783 2992.7 3 16 27 57 
6 8632.783 2992.7 5 17 29 55 
7 8632.783 2992.7 5 19 28 48 
8 8632.783 2992.7 5 10 27 56 
9 8632.783 2992.7 4 12 21 43 
10 8632.783 2992.7 3 10 23 45 
11 8632.783 2992.7 4 17 21 51 
12 8632.783 2992.7 5 11 21 54 
13 8632.783 2992.7 4 19 29 45 
14 8632.783 2992.7 3 15 29 47 
15 8632.783 2992.7 5 18 27 52 
16 8632.783 2992.7 5 12 25 57 
17 8632.783 2992.7 3 12 21 47 
18 8632.783 2992.7 4 10 28 57 
19 8632.783 2992.7 4 17 27 53 
20 8632.783 2992.7 4 10 24 45 
21 8632.783 2992.7 5 17 24 59 
22 8632.783 2992.7 3 10 25 59 
23 8632.783 2992.7 3 17 26 56 
24 8632.783 2992.7 4 8 28 46 
25 8632.783 2992.7 3 9 23 40 
26 8632.783 2992.7 4 10 28 52 
27 8632.783 2992.7 4 9 20 47 
28 8632.783 2992.7 5 11 23 58 
29 8632.783 2992.7 3 16 21 51 
30 8632.783 2992.7 5 15 22 51 
31 8632.783 2992.7 5 11 20 55 
32 8632.783 2992.7 4 14 26 47 
33 8632.783 2992.7 4 18 28 41 
34 8632.783 2992.7 4 8 25 51 
35 8632.783 2992.7 4 15 25 44 
36 8632.783 2992.7 3 12 27 45 
37 8632.783 2992.7 3 18 22 55 
38 8632.783 2992.7 4 16 21 52 
39 8632.783 2992.7 4 17 26 57 
40 8632.783 2992.7 3 10 26 43 
41 8632.783 2992.7 3 17 29 55 
42 8632.783 2992.7 3 18 20 53 
43 8632.783 2992.7 3 13 27 57 
44 8632.783 2992.7 3 12 26 59 
45 8632.783 2992.7 5 11 26 40 
46 8632.783 2992.7 4 9 26 56 
47 8632.783 2992.7 5 8 25 48 
48 8632.783 2992.7 4 17 22 58 
49 8632.783 2992.7 5 11 22 47 
50 8632.783 2992.7 3 12 22 49 
51 8632.783 2992.7 5 15 28 59 
52 8632.783 2992.7 5 8 24 52 
53 8632.783 2992.7 4 17 28 41 
54 8632.783 2992.7 5 19 28 56 
55 8632.783 2992.7 5 10 29 40 
56 8632.783 2992.7 4 19 23 48 
57 8632.783 2992.7 5 14 27 42 
58 8632.783 2992.7 4 9 27 48 
59 8632.783 2992.7 5 16 28 42 
60 8632.783 2992.7 3 12 22 41 
61 8632.783 2992.7 3 17 20 54 
62 8632.783 2992.7 4 18 28 55 
63 8632.783 2992.7 4 8 21 51 
64 8632.783 2992.7 4 17 21 50 
65 8632.783 2992.7 5 11 25 45 
66 8632.783 2992.7 4 18 29 53 
67 8632.783 2992.7 4 15 29 45 
68 8632.783 2992.7 4 15 29 51 
69 8632.783 2992.7 3 10 20 44 
70 8632.783 2992.7 3 14 24 50 
71 8632.783 2992.7 4 18 22 56 
72 8632.783 2992.7 4 11 26 59 
73 8632.783 2992.7 5 14 23 58 
74 8632.783 2992.7 4 18 25 58 
75 8632.783 2992.7 3 13 24 40 
76 8632.783 2992.7 3 13 28 53 
77 8632.783 2992.7 4 11 23 40 
78 8632.783 2992.7 3 18 24 42 
79 8632.783 2992.7 4 15 25 59 
80 8632.783 2992.7 5 11 27 56 
81 8632.783 2992.7 4 13 22 57 
82 8632.783 2992.7 4 18 24 42 
83 8632.783 2992.7 4 12 26 53 
84 8632.783 2992.7 4 14 26 47 
85 8632.783 2992.7 5 13 22 55 
86 8632.783 2992.7 3 16 26 44 
87 8632.783 2992.7 4 8 24 40 
88 8632.783 2992.7 5 16 25 53 
89 8632.783 2992.7 4 8 28 49 
90 8632.783 2992.7 5 9 20 50 
91 8632.783 2992.7 5 15 25 59 
92 8632.783 2992.7 5 19 27 49 
93 8632.783 2992.7 5 16 23 46 
94 8632.783 2992.7 3 18 22 57 
95 8632.783 2992.7 4 11 22 41 
96 8632.783 2992.7 4 12 22 43 
97 8632.783 2992.7 3 13 29 43 
98 8632.783 2992.7 5 9 29 59 
99 8632.783 2992.7 5 13 28 49 
100 8632.783 2992.7 5 18 28 54 
101 8632.783 2992.7 5 15 26 45 
102 8632.783 2992.7 5 10 26 58 
103 8632.783 2992.7 5 13 20 54 
104 8632.783 2992.7 5 10 20 44 
105 8632.783 2992.7 5 10 20 42 
106 8632.783 2992.7 3 17 25 43 
107 8632.783 2992.7 4 15 27 50 
108 8632.783 2992.7 5 16 29 50 
109 8632.783 2992.7 4 10 22 47 
110 8632.783 2992.7 3 16 23 57 
111 8632.783 2992.7 3 18 24 53 
112 8632.783 2992.7 4 19 20 51 
113 8632.783 2992.7 4 11 20 43 
114 8632.783 2992.7 4 14 26 59 
115 8632.783 2992.7 5 19 20 51 
116 8632.783 2992.7 5 15 20 59 
117 8632.783 2992.7 4 18 20 54 
118 8632.783 2992.7 5 16 27 52 
119 8632.783 2992.7 3 15 25 49 
