T X Y S0 S1 S2 S3 
2 6600.879 8022.914 4 16 22 48 
3 6667.168 8075.865 5 14 23 50 
4 6708.862 8109.179 4 13 21 50 
5 6714.306 8113.527 5 9 20 42 
6 6775.316 8162.264 4 18 24 46 
7 6816.537 8195.177 3 17 27 41 
8 6845.924 8220.118 5 19 23 57 
9 6858.369 8230.648 5 10 20 45 
10 6868.512 8238.855 3 17 25 51 
11 6889.962 8256.223 3 9 29 40 
12 6911.605 8273.503 3 14 29 54 
13 6935.007 8292.184 3 10 23 53 
14 6942.472 8298.144 3 18 24 46 
15 6973.681 8322.651 4 14 26 56 
16 7011.435 8352.296 5 17 29 51 
17 7021.587 8360.524 5 19 23 42 
18 7035.937 8374.424 4 13 20 49 
19 7044.25 8381.762 4 19 29 54 
20 7049.727 8388.656 4 10 25 48 
21 7053.786 8393.771 3 8 27 52 
22 7057.109 8398.442 3 10 25 50 
23 7062.97 8406.448 4 11 26 59 
24 7074.776 8425.128 3 19 22 52 
25 7085.097 8440.251 3 8 24 58 
26 7098.381 8461.144 3 12 20 44 
27 7105.037 8471.608 5 11 22 46 
28 7121.481 8493.736 3 17 23 42 
29 7135.568 8507.635 5 9 27 40 
30 7147.19 8516.608 5 15 23 55 
31 7171.274 8535.211 3 12 20 45 
32 7189.653 8548.221 5 10 20 40 
33 7397.964 8671.648 3 14 29 49 
34 7413.938 8680.977 5 12 29 42 
35 7428.922 8689.717 5 14 28 49 
36 7468.334 8712.723 4 15 29 54 
37 7480.062 8719.573 3 10 21 53 
38 7499.489 8734.684 4 15 21 45 
39 7510.331 8743.113 5 19 29 40 
40 7540.53 8766.608 5 17 24 59 
41 7543.164 8768.854 4 17 20 53 
42 7552.693 8776.949 3 17 25 51 
43 7543.164 8768.854 3 10 29 52 
44 7540.53 8766.608 4 18 29 58 
45 7510.331 8743.113 3 11 20 53 
46 7499.489 8734.684 5 12 24 55 
47 7480.062 8719.573 3 14 23 40 
48 7468.334 8712.723 5 11 21 43 
49 7428.922 8689.717 3 11 20 48 
50 7413.938 8680.977 5 10 21 43 
51 7397.964 8671.648 5 13 27 45 
52 7189.653 8548.221 5 12 21 45 
53 7171.274 8535.211 4 17 29 52 
54 7147.19 8516.608 5 19 24 53 
55 7135.568 8507.635 4 9 24 49 
56 7121.481 8493.736 5 11 28 43 
57 7105.037 8471.608 4 9 26 43 
58 7098.381 8461.144 3 18 24 55 
59 7085.097 8440.251 5 17 26 47 
60 7074.776 8425.128 5 10 28 59 
61 7062.97 8406.448 4 9 23 41 
62 7057.109 8398.442 5 9 25 46 
63 7053.786 8393.771 5 10 27 41 
64 7049.727 8388.656 5 9 21 51 
65 7044.25 8381.762 3 17 27 45 
66 7035.937 8374.424 4 14 20 41 
67 7021.587 8360.524 3 19 27 43 
68 7011.435 8352.296 3 19 25 52 
69 6973.681 8322.651 4 10 22 53 
70 6942.472 8298.144 4 17 21 43 
71 6935.007 8292.184 5 10 22 46 
72 6911.605 8273.503 5 14 26 59 
73 6889.962 8256.223 4 19 29 42 
74 6868.512 8238.855 5 13 22 40 
75 6858.369 8230.648 4 18 29 58 
76 6845.924 8220.118 4 14 22 46 
77 6816.537 8195.177 4 15 29 51 
78 6775.316 8162.264 5 14 27 52 
79 6714.306 8113.527 4 17 23 49 
80 6708.862 8109.179 3 15 24 53 
81 6667.168 8075.865 4 13 24 51 
82 6600.879 8022.914 5 9 23 55 
83 6593.798 8017.265 4 17 22 54 
84 6600.879 8022.914 3 9 25 49 
85 6667.168 8075.865 4 8 22 51 
86 6708.862 8109.179 4 13 29 49 
87 6714.306 8113.527 3 15 23 44 
88 6775.316 8162.264 3 19 25 53 
89 6816.537 8195.177 5 9 26 42 
90 6845.924 8220.118 4 15 29 45 
91 6858.369 8230.648 4 17 23 41 
92 6868.512 8238.855 5 15 20 56 
93 6889.962 8256.223 4 13 21 51 
94 6911.605 8273.503 5 11 26 57 
95 6935.007 8292.184 5 14 29 46 
96 6942.472 8298.144 5 11 28 51 
97 6973.681 8322.651 5 12 25 50 
98 7011.435 8352.296 5 11 22 45 
99 7021.587 8360.524 3 9 24 44 
100 7035.937 8374.424 5 14 27 40 
101 7044.25 8381.762 3 14 21 57 
102 7049.727 8388.656 3 10 27 46 
103 7053.786 8393.771 4 16 25 53 
104 7057.109 8398.442 4 12 20 52 
105 7062.97 8406.448 5 12 25 40 
106 7074.776 8425.128 4 16 28 51 
107 7085.097 8440.251 4 8 27 49 
108 7098.381 8461.144 4 13 29 47 
109 7105.037 8471.608 5 13 27 56 
110 7121.481 8493.736 3 14 24 51 
111 7135.568 8507.635 4 9 27 46 
112 7147.19 8516.608 4 15 25 41 
113 7171.274 8535.211 5 16 28 43 
114 7189.653 8548.221 5 12 20 56 
115 7397.964 8671.648 4 11 23 40 
116 7413.938 8680.977 3 8 29 53 
117 7428.922 8689.717 5 8 26 42 
118 7468.334 8712.723 5 8 25 47 
119 7468.334 8712.723 3 16 29 45 
