T X Y S0 S1 S2 S3 
1 8565.958 4290.79 5 15 27 47 
2 8565.958 4290.79 5 8 28 52 
3 8565.958 4290.79 4 17 22 47 
4 8565.958 4290.79 3 9 24 58 
5 8565.958 4290.79 4 19 20 43 
6 8565.958 4290.79 3 12 22 50 
7 8565.958 4290.79 4 12 29 53 
8 8565.958 4290.79 5 13 25 49 
9 8565.958 4290.79 4 16 28 55 
10 8565.958 4290.79 4 9 23 46 
11 8565.136 4380.802 4 15 21 46 
12 8564.522 4448.331 5 8 25 52 
13 8564.106 4494.299 3 12 27 52 
14 8562.49 4672.411 4 10 23 59 
15 8563.16 4701.766 5 12 27 41 
16 8562.497 4749.802 5 18 22 48 
17 8562.507 4823.414 5 8 26 54 
18 8564.31 4858.551 5 19 28 45 
19 8565.873 4871.895 5 10 23 52 
20 8567.614 4882.569 3 17 24 58 
21 8584.789 4962.741 5 11 23 55 
22 8593.51 5000.547 5 12 20 47 
23 8603.273 5047.471 3 9 27 45 
24 8612.624 5111.275 4 14 28 50 
25 8622.757 5180.46 3 16 28 43 
26 8631.967 5253.182 5 8 21 58 
27 8638.983 5328.572 3 14 24 43 
28 8642.521 5379.499 3 11 28 49 
29 8643.844 5404.818 4 18 25 46 
30 8652.137 5563.972 4 11 25 43 
31 8662.194 5745.553 5 12 29 48 
32 8662.593 5782.247 3 16 29 46 
33 8657.874 5854.302 3 12 27 42 
34 8652.994 5887.794 3 10 26 53 
35 8652.579 5890.662 3 10 23 52 
36 8646.389 5944.814 5 12 20 42 
37 8646.895 5964.051 5 16 20 51 
38 8649.502 5983.177 4 11 25 46 
39 8651.592 5994.852 3 18 25 42 
40 8652.465 5998.188 3 12 27 41 
41 8655.955 6011.309 5 14 22 58 
42 8662.588 6033.993 4 9 27 58 
43 8655.955 6011.309 3 12 22 55 
44 8652.465 5998.188 3 11 21 51 
45 8651.592 5994.852 3 12 28 40 
46 8649.502 5983.177 4 8 20 49 
47 8646.895 5964.051 5 13 29 48 
48 8646.389 5944.814 3 10 20 49 
49 8652.579 5890.662 5 10 28 43 
50 8652.994 5887.794 3 17 23 44 
51 8657.874 5854.302 3 15 20 43 
52 8662.593 5782.247 4 13 22 55 
53 8662.194 5745.553 3 19 29 53 
54 8652.137 5563.972 4 9 25 48 
55 8643.844 5404.818 4 11 21 53 
56 8642.521 5379.499 3 9 21 58 
57 8638.983 5328.572 4 19 22 55 
58 8631.967 5253.182 3 18 25 54 
59 8622.757 5180.46 5 10 26 58 
60 8612.624 5111.275 3 19 25 56 
61 8603.273 5047.471 5 11 24 57 
62 8593.51 5000.547 3 9 28 53 
63 8584.789 4962.741 4 10 25 44 
64 8567.614 4882.569 3 19 26 53 
65 8565.873 4871.895 4 11 21 45 
66 8564.31 4858.551 5 17 28 41 
67 8562.507 4823.414 5 17 23 46 
68 8562.497 4749.802 4 9 24 59 
69 8563.16 4701.766 5 12 25 56 
70 8562.49 4672.411 4 17 21 58 
71 8564.106 4494.299 3 12 21 49 
72 8564.522 4448.331 4 18 22 52 
73 8565.136 4380.802 5 13 26 51 
74 8565.958 4290.79 5 15 27 52 
75 8565.136 4380.802 4 10 21 56 
76 8564.522 4448.331 5 18 29 41 
77 8564.106 4494.299 3 18 23 42 
78 8562.49 4672.411 3 18 28 50 
79 8563.16 4701.766 5 13 28 49 
80 8562.497 4749.802 5 15 23 59 
81 8562.507 4823.414 3 15 26 46 
82 8564.31 4858.551 3 17 28 50 
83 8565.873 4871.895 3 10 26 56 
84 8567.614 4882.569 4 8 25 57 
85 8584.789 4962.741 3 9 21 52 
86 8593.51 5000.547 5 15 28 53 
87 8603.273 5047.471 3 8 24 46 
88 8612.624 5111.275 4 13 26 44 
89 8622.757 5180.46 4 9 23 46 
90 8631.967 5253.182 4 17 22 44 
91 8638.983 5328.572 5 9 25 47 
92 8642.521 5379.499 5 18 21 48 
93 8643.844 5404.818 5 15 27 46 
94 8652.137 5563.972 3 19 29 54 
95 8662.194 5745.553 5 16 25 54 
96 8662.593 5782.247 5 10 23 43 
97 8657.874 5854.302 3 18 24 58 
98 8652.994 5887.794 3 11 23 57 
99 8652.579 5890.662 3 13 26 54 
100 8646.389 5944.814 3 8 25 55 
101 8646.895 5964.051 4 8 20 42 
102 8649.502 5983.177 4 10 23 45 
103 8651.592 5994.852 3 17 29 40 
104 8652.465 5998.188 4 16 24 54 
105 8655.955 6011.309 3 16 26 57 
106 8662.588 6033.993 5 19 27 41 
107 8655.955 6011.309 5 16 26 49 
108 8652.465 5998.188 5 16 20 57 
109 8651.592 5994.852 5 16 27 55 
110 8649.502 5983.177 4 12 20 52 
111 8646.895 5964.051 4 9 23 58 
112 8646.389 5944.814 4 14 23 45 
113 8652.579 5890.662 5 18 20 50 
114 8652.994 5887.794 3 18 26 49 
115 8657.874 5854.302 3 18 23 52 
116 8662.593 5782.247 3 9 25 46 
117 8662.194 5745.553 3 9 20 52 
118 8652.137 5563.972 5 12 21 56 
119 8652.137 5563.972 5 10 26 53 
