T X Y S0 S1 S2 S3 
0 8646.389 5944.814 5 13 28 46 
1 8646.389 5944.814 5 18 21 53 
2 8646.389 5944.814 5 12 20 43 
3 8646.389 5944.814 5 11 20 43 
4 8646.389 5944.814 3 11 23 54 
5 8646.389 5944.814 5 9 23 44 
6 8646.389 5944.814 3 18 24 45 
7 8646.389 5944.814 5 16 21 45 
8 8646.389 5944.814 5 10 27 49 
9 8646.389 5944.814 4 17 20 51 
10 8646.389 5944.814 5 11 25 54 
11 8646.389 5944.814 4 16 28 54 
12 8646.389 5944.814 3 12 22 43 
13 8646.389 5944.814 3 17 25 53 
14 8646.389 5944.814 5 19 20 41 
15 8646.389 5944.814 5 9 29 42 
16 8646.389 5944.814 3 16 26 57 
17 8646.389 5944.814 3 9 24 57 
18 8646.389 5944.814 4 12 25 54 
19 8646.389 5944.814 3 15 22 57 
20 8646.389 5944.814 4 17 24 56 
21 8646.389 5944.814 3 9 24 52 
22 8646.389 5944.814 3 10 27 42 
23 8646.389 5944.814 5 16 27 56 
24 8646.389 5944.814 4 18 25 48 
25 8646.389 5944.814 5 10 25 50 
26 8646.389 5944.814 3 15 21 45 
27 8646.389 5944.814 3 18 26 51 
28 8646.389 5944.814 4 9 28 49 
29 8646.389 5944.814 4 11 23 53 
30 8646.389 5944.814 3 16 23 42 
31 8646.389 5944.814 3 8 20 48 
32 8646.389 5944.814 4 16 27 46 
33 8646.389 5944.814 5 8 23 45 
34 8646.389 5944.814 3 8 27 51 
35 8646.389 5944.814 5 16 23 50 
36 8646.389 5944.814 4 12 25 42 
37 8646.389 5944.814 5 13 22 58 
38 8646.389 5944.814 5 8 20 56 
39 8646.389 5944.814 4 17 22 43 
40 8646.389 5944.814 5 12 22 51 
41 8646.389 5944.814 4 10 26 46 
42 8646.389 5944.814 4 16 25 45 
43 8646.389 5944.814 4 17 24 47 
44 8646.389 5944.814 5 19 29 59 
45 8646.389 5944.814 4 8 25 41 
46 8646.389 5944.814 5 12 20 42 
47 8646.389 5944.814 4 8 22 50 
48 8646.389 5944.814 5 15 21 44 
49 8646.389 5944.814 5 11 22 56 
50 8646.389 5944.814 4 8 26 47 
51 8646.389 5944.814 3 18 20 53 
52 8646.389 5944.814 3 18 20 53 
53 8646.389 5944.814 4 11 20 46 
54 8646.389 5944.814 5 19 22 42 
55 8646.389 5944.814 4 8 22 55 
56 8646.389 5944.814 4 12 28 55 
57 8646.389 5944.814 3 9 24 43 
58 8646.389 5944.814 5 11 29 51 
59 8646.389 5944.814 4 17 24 41 
60 8646.389 5944.814 3 16 23 47 
61 8646.389 5944.814 4 19 28 44 
62 8646.389 5944.814 5 9 27 57 
63 8646.389 5944.814 4 11 28 59 
64 8646.389 5944.814 3 11 26 40 
65 8646.389 5944.814 4 11 29 53 
66 8646.389 5944.814 5 11 20 46 
67 8646.389 5944.814 5 19 29 40 
68 8646.389 5944.814 4 12 24 50 
69 8646.389 5944.814 3 11 23 45 
70 8646.389 5944.814 5 11 20 43 
71 8646.389 5944.814 3 11 29 48 
72 8646.389 5944.814 5 14 28 55 
73 8646.389 5944.814 5 15 24 59 
74 8646.389 5944.814 3 18 23 43 
75 8646.389 5944.814 5 15 20 40 
76 8646.389 5944.814 5 12 28 52 
77 8646.389 5944.814 5 16 27 51 
78 8646.389 5944.814 3 14 27 46 
79 8646.389 5944.814 3 17 27 51 
80 8646.389 5944.814 3 13 21 45 
81 8646.389 5944.814 4 11 27 48 
82 8646.389 5944.814 5 17 26 52 
83 8646.389 5944.814 3 12 21 44 
84 8646.389 5944.814 4 9 24 49 
85 8646.389 5944.814 5 16 22 51 
86 8646.389 5944.814 5 17 29 44 
87 8646.389 5944.814 4 13 20 41 
88 8646.389 5944.814 3 9 24 45 
89 8646.389 5944.814 3 19 22 57 
90 8646.389 5944.814 4 10 25 47 
91 8646.389 5944.814 4 11 26 42 
92 8646.389 5944.814 4 9 25 55 
93 8646.389 5944.814 5 9 24 41 
94 8646.389 5944.814 5 10 21 52 
95 8646.389 5944.814 4 18 24 53 
96 8646.389 5944.814 4 17 26 40 
97 8646.389 5944.814 3 9 23 42 
98 8646.389 5944.814 5 12 25 40 
99 8646.389 5944.814 5 17 21 47 
100 8646.389 5944.814 4 10 22 57 
101 8646.389 5944.814 4 11 23 51 
102 8646.389 5944.814 4 10 26 59 
103 8646.389 5944.814 4 19 25 40 
104 8646.389 5944.814 5 16 22 49 
105 8646.389 5944.814 5 8 26 53 
106 8646.389 5944.814 4 18 25 44 
107 8646.389 5944.814 4 12 22 42 
108 8646.389 5944.814 3 14 26 45 
109 8646.389 5944.814 3 13 20 41 
110 8646.389 5944.814 4 13 25 44 
111 8646.389 5944.814 4 9 25 53 
112 8646.389 5944.814 5 10 29 53 
113 8646.389 5944.814 4 9 27 42 
114 8646.389 5944.814 4 17 25 54 
115 8646.389 5944.814 4 15 23 51 
116 8646.389 5944.814 3 17 20 48 
117 8646.389 5944.814 3 9 26 57 
118 8646.389 5944.814 3 9 23 50 
119 8646.389 5944.814 5 17 22 40 
