T X Y S0 S1 S2 S3 
2 8862.373 7890.381 3 14 23 51 
3 8861.609 7891.949 4 10 26 51 
4 8822.168 7992.102 3 13 23 50 
5 8818.385 8000.664 3 18 21 41 
6 8815.758 8008.036 5 16 23 55 
7 8803.29 8045.731 5 16 28 55 
8 8775.325 8144.539 4 19 25 43 
9 8773.048 8152.034 3 18 22 43 
10 8768.477 8167.879 4 17 22 44 
11 8757.77 8204.951 3 17 24 42 
12 8747.978 8238.866 5 18 20 56 
13 8734.142 8286.791 3 18 20 56 
14 8732.788 8291.472 5 18 26 43 
15 8731.61 8295.786 5 15 27 51 
16 8719.697 8339.453 3 9 29 52 
17 8715.556 8354.631 5 9 22 46 
18 8714.44 8358.512 5 11 23 46 
19 8708.612 8378.76 3 14 23 56 
20 8703.688 8396.774 5 17 24 53 
21 8701.842 8403.368 3 11 24 54 
22 8701.394 8405.002 3 15 20 48 
23 8695.635 8426.229 5 16 28 45 
24 8691.591 8441.007 3 16 29 57 
25 8687.731 8455.129 3 16 20 42 
26 8682.14 8475.566 4 9 22 48 
27 8677.744 8491.667 5 10 21 50 
28 8675.379 8500.296 5 10 27 48 
29 8672.658 8506.412 4 10 24 45 
30 8666.964 8515.519 3 14 22 46 
31 8663.008 8521.868 3 13 22 46 
32 8666.964 8515.519 5 8 24 55 
33 8672.658 8506.412 5 17 27 57 
34 8675.379 8500.296 4 15 24 59 
35 8677.744 8491.667 3 8 22 57 
36 8682.14 8475.566 3 15 27 57 
37 8687.731 8455.129 3 14 28 52 
38 8691.591 8441.007 3 8 27 54 
39 8695.635 8426.229 3 10 21 51 
40 8701.394 8405.002 4 16 29 50 
41 8701.842 8403.368 4 12 23 59 
42 8703.688 8396.774 3 13 24 43 
43 8708.612 8378.76 4 8 26 55 
44 8714.44 8358.512 4 9 29 54 
45 8715.556 8354.631 5 10 26 48 
46 8719.697 8339.453 4 8 20 54 
47 8731.61 8295.786 3 10 28 42 
48 8732.788 8291.472 3 16 21 47 
49 8734.142 8286.791 3 8 29 41 
50 8747.978 8238.866 4 15 29 52 
51 8757.77 8204.951 4 17 23 45 
52 8768.477 8167.879 4 10 29 51 
53 8773.048 8152.034 4 11 24 40 
54 8775.325 8144.539 4 18 27 46 
55 8803.29 8045.731 4 14 26 57 
56 8815.758 8008.036 5 11 29 59 
57 8818.385 8000.664 4 16 24 47 
58 8822.168 7992.102 3 10 28 54 
59 8861.609 7891.949 5 8 20 53 
60 8862.373 7890.381 5 16 26 49 
61 8866.261 7882.386 4 10 24 44 
62 8862.373 7890.381 3 16 28 43 
63 8861.609 7891.949 4 15 24 54 
64 8822.168 7992.102 3 16 21 45 
65 8818.385 8000.664 3 10 23 48 
66 8815.758 8008.036 4 17 26 42 
67 8803.29 8045.731 5 14 25 59 
68 8775.325 8144.539 4 18 21 41 
69 8773.048 8152.034 3 12 26 46 
70 8768.477 8167.879 5 19 27 43 
71 8757.77 8204.951 5 8 20 48 
72 8747.978 8238.866 5 18 21 45 
73 8734.142 8286.791 3 15 26 49 
74 8732.788 8291.472 4 14 23 58 
75 8731.61 8295.786 3 9 20 51 
76 8719.697 8339.453 4 14 23 49 
77 8715.556 8354.631 5 15 23 57 
78 8714.44 8358.512 5 19 20 54 
79 8708.612 8378.76 5 16 21 45 
80 8703.688 8396.774 5 9 26 40 
81 8701.842 8403.368 5 8 28 52 
82 8701.394 8405.002 4 16 23 59 
83 8695.635 8426.229 4 13 20 49 
84 8691.591 8441.007 5 17 27 49 
85 8687.731 8455.129 5 14 21 50 
86 8682.14 8475.566 4 16 25 46 
87 8677.744 8491.667 3 8 29 58 
88 8675.379 8500.296 3 13 24 40 
89 8672.658 8506.412 3 19 29 45 
90 8666.964 8515.519 4 17 20 56 
91 8663.008 8521.868 5 14 20 40 
92 8666.964 8515.519 4 11 20 50 
93 8672.658 8506.412 4 10 27 47 
94 8675.379 8500.296 5 18 23 47 
95 8677.744 8491.667 3 15 29 52 
96 8682.14 8475.566 3 11 22 59 
97 8687.731 8455.129 5 19 23 49 
98 8691.591 8441.007 3 8 20 53 
99 8695.635 8426.229 3 19 27 47 
100 8701.394 8405.002 4 11 23 55 
101 8701.842 8403.368 5 9 20 55 
102 8703.688 8396.774 3 15 20 57 
103 8708.612 8378.76 4 10 22 47 
104 8714.44 8358.512 5 16 27 46 
105 8715.556 8354.631 3 9 23 47 
106 8719.697 8339.453 3 8 28 58 
107 8731.61 8295.786 3 12 20 59 
108 8732.788 8291.472 4 19 20 48 
109 8734.142 8286.791 4 14 29 59 
110 8747.978 8238.866 3 14 24 42 
111 8757.77 8204.951 5 14 20 55 
112 8768.477 8167.879 4 11 21 41 
113 8773.048 8152.034 4 16 23 53 
114 8775.325 8144.539 3 16 24 40 
115 8803.29 8045.731 4 9 25 51 
116 8815.758 8008.036 5 9 25 57 
117 8818.385 8000.664 5 15 27 48 
118 8822.168 7992.102 5 16 25 40 
119 8822.168 7992.102 3 13 25 44 
