T X Y S0 S1 S2 S3 
1 8810.905 8664.309 5 15 25 45 
2 8805.119 8670.102 5 14 21 47 
3 8799.973 8675.929 5 8 29 49 
4 8781.454 8697.678 3 17 20 58 
5 8767.925 8713.579 4 13 25 47 
6 8764.698 8717.36 5 15 29 46 
7 8761.401 8721.24 5 10 27 47 
8 8756.833 8726.311 3 8 21 45 
9 8744.26 8740.288 3 18 25 53 
10 8722.158 8764.851 4 8 26 43 
11 8715.766 8771.956 4 13 28 59 
12 8710.374 8777.95 4 8 24 45 
13 8693.769 8796.375 5 11 20 45 
14 8665.985 8827.198 5 18 23 41 
15 8664.328 8829.022 3 15 22 56 
16 8659.436 8834.437 4 16 26 57 
17 8655.008 8839.318 5 10 29 45 
18 8631.591 8865.127 5 18 28 45 
19 8616.993 8881.161 4 8 21 48 
20 8587.536 8913.519 4 13 24 59 
21 8581.354 8921.169 5 8 23 41 
22 8575.411 8927.318 5 16 29 57 
23 8547.706 8959.142 4 19 25 41 
24 8546.233 8960.832 3 18 22 55 
25 8529.478 8980.08 5 9 27 52 
26 8526.243 8983.794 4 15 21 50 
27 8520.737 8990.099 4 14 26 48 
28 8460.944 9058.773 3 19 21 56 
29 8451.213 9069.948 4 16 20 53 
30 8460.944 9058.773 5 19 28 50 
31 8520.737 8990.099 4 18 25 53 
32 8526.243 8983.794 3 18 25 59 
33 8529.478 8980.08 3 13 27 40 
34 8546.233 8960.832 4 9 28 55 
35 8547.706 8959.142 4 16 21 40 
36 8575.411 8927.318 3 11 20 52 
37 8581.354 8921.169 4 16 26 50 
38 8587.536 8913.519 5 16 20 44 
39 8616.993 8881.161 5 12 22 46 
40 8631.591 8865.127 3 17 20 45 
41 8655.008 8839.318 3 10 26 50 
42 8659.436 8834.437 3 18 24 46 
43 8664.328 8829.022 4 14 23 45 
44 8665.985 8827.198 3 11 25 41 
45 8693.769 8796.375 3 15 20 55 
46 8710.374 8777.95 4 10 29 49 
47 8715.766 8771.956 4 19 25 58 
48 8722.158 8764.851 4 14 23 53 
49 8744.26 8740.288 3 18 29 54 
50 8756.833 8726.311 4 10 23 55 
51 8761.401 8721.24 4 15 23 47 
52 8764.698 8717.36 5 15 20 56 
53 8767.925 8713.579 4 11 23 48 
54 8781.454 8697.678 3 8 25 47 
55 8799.973 8675.929 5 17 28 58 
56 8805.119 8670.102 5 8 29 52 
57 8810.905 8664.309 5 9 20 55 
58 8818.892 8656.225 5 19 25 42 
59 8810.905 8664.309 5 16 24 54 
60 8805.119 8670.102 3 11 24 52 
61 8799.973 8675.929 5 8 27 57 
62 8781.454 8697.678 3 14 21 50 
63 8767.925 8713.579 3 17 29 57 
64 8764.698 8717.36 3 12 28 59 
65 8761.401 8721.24 4 14 28 44 
66 8756.833 8726.311 4 16 28 52 
67 8744.26 8740.288 3 16 22 52 
68 8722.158 8764.851 4 13 27 42 
69 8715.766 8771.956 3 10 24 46 
70 8710.374 8777.95 5 8 27 42 
71 8693.769 8796.375 4 18 21 49 
72 8665.985 8827.198 3 8 23 53 
73 8664.328 8829.022 4 18 27 54 
74 8659.436 8834.437 4 19 25 49 
75 8655.008 8839.318 4 16 22 44 
76 8631.591 8865.127 4 15 26 49 
77 8616.993 8881.161 5 8 20 47 
78 8587.536 8913.519 4 9 20 49 
79 8581.354 8921.169 4 11 22 58 
80 8575.411 8927.318 3 16 28 42 
81 8547.706 8959.142 5 18 22 57 
82 8546.233 8960.832 5 9 24 51 
83 8529.478 8980.08 5 13 29 59 
84 8526.243 8983.794 4 16 23 53 
85 8520.737 8990.099 4 9 29 51 
86 8460.944 9058.773 4 12 21 55 
87 8451.213 9069.948 4 12 25 48 
88 8460.944 9058.773 3 11 28 46 
89 8520.737 8990.099 5 18 23 52 
90 8526.243 8983.794 5 19 26 51 
91 8529.478 8980.08 5 12 24 43 
92 8546.233 8960.832 3 19 29 44 
93 8547.706 8959.142 3 10 22 48 
94 8575.411 8927.318 3 15 26 59 
95 8581.354 8921.169 3 19 22 56 
96 8587.536 8913.519 3 14 20 53 
97 8616.993 8881.161 4 13 20 46 
98 8631.591 8865.127 5 8 28 55 
99 8655.008 8839.318 3 16 27 41 
100 8659.436 8834.437 5 19 26 43 
101 8664.328 8829.022 3 13 20 57 
102 8665.985 8827.198 5 9 27 52 
103 8693.769 8796.375 4 16 25 45 
104 8710.374 8777.95 3 11 23 58 
105 8715.766 8771.956 5 12 29 47 
106 8722.158 8764.851 4 14 25 46 
107 8744.26 8740.288 5 10 22 41 
108 8756.833 8726.311 4 9 26 53 
109 8761.401 8721.24 4 17 27 59 
110 8764.698 8717.36 3 17 20 57 
111 8767.925 8713.579 4 15 26 59 
112 8781.454 8697.678 3 16 25 46 
113 8799.973 8675.929 3 18 27 42 
114 8805.119 8670.102 3 9 22 57 
115 8810.905 8664.309 4 14 24 41 
116 8818.892 8656.225 3 10 24 47 
117 8810.905 8664.309 4 8 27 56 
118 8805.119 8670.102 5 15 21 49 
119 8805.119 8670.102 4 18 29 53 
