T X Y S0 S1 S2 S3 
0 8582.462 3427.917 3 16 25 48 
1 8582.462 3427.917 4 19 28 43 
2 8582.462 3427.917 4 8 22 42 
3 8582.462 3427.917 5 8 20 54 
4 8582.462 3427.917 5 10 24 51 
5 8582.462 3427.917 5 13 26 51 
6 8582.462 3427.917 5 10 29 45 
7 8582.462 3427.917 3 8 24 50 
8 8582.462 3427.917 5 16 26 45 
9 8582.462 3427.917 3 11 22 43 
10 8582.462 3427.917 5 10 21 52 
11 8582.462 3427.917 4 15 27 49 
12 8582.462 3427.917 4 17 27 55 
13 8582.462 3427.917 5 14 25 53 
14 8582.462 3427.917 4 8 20 56 
15 8582.462 3427.917 3 8 26 47 
16 8582.462 3427.917 4 19 23 47 
17 8582.462 3427.917 4 10 21 41 
18 8582.462 3427.917 5 16 27 51 
19 8582.462 3427.917 3 18 29 50 
20 8582.462 3427.917 4 16 22 53 
21 8582.462 3427.917 5 18 20 53 
22 8582.462 3427.917 3 16 22 52 
23 8582.462 3427.917 5 16 23 41 
24 8582.462 3427.917 5 13 26 57 
25 8582.462 3427.917 4 10 22 55 
26 8582.462 3427.917 4 11 23 40 
27 8582.462 3427.917 5 8 27 58 
28 8582.462 3427.917 5 16 23 43 
29 8582.462 3427.917 3 11 27 46 
30 8582.462 3427.917 5 13 29 40 
31 8582.462 3427.917 4 17 23 49 
32 8582.462 3427.917 5 13 28 54 
33 8582.462 3427.917 5 11 28 59 
34 8582.462 3427.917 4 11 26 59 
35 8582.462 3427.917 3 13 28 59 
36 8582.462 3427.917 5 8 27 47 
37 8582.462 3427.917 5 10 25 51 
38 8582.462 3427.917 5 14 20 42 
39 8582.462 3427.917 5 14 28 45 
40 8582.462 3427.917 3 13 27 45 
41 8582.462 3427.917 4 9 24 49 
42 8582.462 3427.917 5 19 24 55 
43 8582.462 3427.917 5 11 22 49 
44 8582.462 3427.917 5 16 29 54 
45 8582.462 3427.917 5 13 28 51 
46 8582.462 3427.917 5 19 20 46 
47 8582.462 3427.917 5 11 23 53 
48 8582.462 3427.917 4 11 21 41 
49 8582.462 3427.917 5 13 23 43 
50 8582.462 3427.917 3 16 26 59 
51 8582.462 3427.917 5 17 24 55 
52 8582.462 3427.917 3 12 29 57 
53 8582.462 3427.917 5 11 23 50 
54 8582.462 3427.917 4 10 24 49 
55 8582.462 3427.917 5 12 20 43 
56 8582.462 3427.917 5 11 21 58 
57 8582.462 3427.917 3 14 28 50 
58 8582.462 3427.917 3 9 27 56 
59 8582.462 3427.917 3 17 26 48 
60 8582.462 3427.917 3 14 21 46 
61 8582.462 3427.917 5 18 27 41 
62 8582.462 3427.917 4 15 29 47 
63 8582.462 3427.917 5 17 24 42 
64 8582.462 3427.917 4 14 21 46 
65 8582.462 3427.917 3 19 23 47 
66 8582.462 3427.917 4 11 29 44 
67 8582.462 3427.917 3 15 29 55 
68 8582.462 3427.917 3 16 25 56 
69 8582.462 3427.917 5 13 24 45 
70 8582.462 3427.917 4 12 29 56 
71 8582.462 3427.917 3 9 29 50 
72 8582.462 3427.917 5 19 29 42 
73 8582.462 3427.917 5 16 20 40 
74 8582.462 3427.917 3 13 26 44 
75 8582.462 3427.917 4 12 25 56 
76 8582.462 3427.917 4 14 28 56 
77 8582.462 3427.917 3 11 26 48 
78 8582.462 3427.917 5 16 23 41 
79 8582.462 3427.917 5 15 20 58 
80 8582.462 3427.917 5 9 28 58 
81 8582.462 3427.917 4 16 23 51 
82 8582.462 3427.917 3 12 25 43 
83 8582.462 3427.917 5 13 21 59 
84 8582.462 3427.917 5 8 26 52 
85 8582.462 3427.917 3 10 29 54 
86 8582.462 3427.917 4 11 27 56 
87 8582.462 3427.917 5 12 21 49 
88 8582.462 3427.917 3 8 24 41 
89 8582.462 3427.917 4 11 25 45 
90 8582.462 3427.917 4 14 20 50 
91 8582.462 3427.917 5 9 24 58 
92 8582.462 3427.917 4 16 29 42 
93 8582.462 3427.917 4 14 25 47 
94 8582.462 3427.917 5 12 24 42 
95 8582.462 3427.917 4 10 21 58 
96 8582.462 3427.917 5 14 27 55 
97 8582.462 3427.917 3 19 21 52 
98 8582.462 3427.917 3 11 26 53 
99 8582.462 3427.917 5 10 22 57 
100 8582.462 3427.917 5 14 24 45 
101 8582.462 3427.917 4 13 28 50 
102 8582.462 3427.917 3 18 26 42 
103 8582.462 3427.917 5 9 28 53 
104 8582.462 3427.917 4 12 28 42 
105 8582.462 3427.917 5 12 24 59 
106 8582.462 3427.917 4 11 21 52 
107 8582.462 3427.917 4 18 29 43 
108 8582.462 3427.917 4 16 23 40 
109 8582.462 3427.917 3 10 26 52 
110 8582.462 3427.917 4 12 28 48 
111 8582.462 3427.917 4 10 25 52 
112 8582.462 3427.917 4 14 25 42 
113 8582.462 3427.917 4 9 27 51 
114 8582.462 3427.917 5 13 25 55 
115 8582.462 3427.917 5 14 25 46 
116 8582.462 3427.917 4 16 28 58 
117 8582.462 3427.917 5 17 25 50 
118 8582.462 3427.917 5 8 29 58 
119 8582.462 3427.917 5 15 26 42 
