T X Y S0 S1 S2 S3 
0 4994.159 6784.558 5 11 28 57 
1 4994.159 6784.558 5 10 24 40 
2 4994.159 6784.558 3 18 24 43 
3 4994.159 6784.558 4 15 27 58 
4 4994.159 6784.558 4 14 27 59 
5 4994.159 6784.558 4 10 22 59 
6 4994.159 6784.558 4 11 26 49 
7 4994.159 6784.558 4 12 27 57 
8 4994.159 6784.558 4 15 25 57 
9 4994.159 6784.558 4 11 20 54 
10 4994.159 6784.558 5 19 29 56 
11 4994.159 6784.558 3 11 29 48 
12 4994.159 6784.558 5 12 23 50 
13 4994.159 6784.558 3 17 25 53 
14 4994.159 6784.558 4 12 29 56 
15 4994.159 6784.558 4 11 22 57 
16 4994.159 6784.558 5 14 24 41 
17 4994.159 6784.558 5 13 24 56 
18 4994.159 6784.558 3 8 29 54 
19 4994.159 6784.558 4 11 28 54 
20 4994.159 6784.558 4 19 29 56 
21 4994.159 6784.558 5 17 25 58 
22 4994.159 6784.558 3 17 22 56 
23 4994.159 6784.558 4 13 29 41 
24 4994.159 6784.558 3 17 23 44 
25 4994.159 6784.558 4 16 23 57 
26 4994.159 6784.558 5 10 28 40 
27 4994.159 6784.558 5 12 27 51 
28 4994.159 6784.558 3 15 21 56 
29 4994.159 6784.558 3 16 26 57 
30 4994.159 6784.558 4 13 23 53 
31 4994.159 6784.558 5 8 27 56 
32 4994.159 6784.558 5 18 27 42 
33 4994.159 6784.558 3 17 29 43 
34 4994.159 6784.558 5 14 28 50 
35 4994.159 6784.558 5 17 28 50 
36 4994.159 6784.558 3 15 23 40 
37 4994.159 6784.558 5 14 23 44 
38 4994.159 6784.558 4 10 27 49 
39 4994.159 6784.558 4 13 23 42 
40 4994.159 6784.558 3 11 26 57 
41 4994.159 6784.558 3 15 24 44 
42 4994.159 6784.558 3 18 26 45 
43 4994.159 6784.558 5 10 27 46 
44 4994.159 6784.558 5 13 29 53 
45 4994.159 6784.558 3 19 23 44 
46 4994.159 6784.558 4 17 21 48 
47 4994.159 6784.558 3 13 22 47 
48 4994.159 6784.558 4 18 27 48 
49 4994.159 6784.558 4 8 27 57 
50 4994.159 6784.558 4 12 27 48 
51 4994.159 6784.558 5 9 26 54 
52 4994.159 6784.558 4 11 22 49 
53 4994.159 6784.558 4 16 20 44 
54 4994.159 6784.558 3 15 22 44 
55 4994.159 6784.558 4 8 23 55 
56 4994.159 6784.558 3 17 28 50 
57 4994.159 6784.558 4 13 24 49 
58 4994.159 6784.558 4 9 23 53 
59 4994.159 6784.558 3 16 27 58 
60 4994.159 6784.558 5 8 29 57 
61 4994.159 6784.558 4 8 27 47 
62 4994.159 6784.558 3 12 27 42 
63 4994.159 6784.558 4 9 26 47 
64 4994.159 6784.558 3 16 22 48 
65 4994.159 6784.558 3 19 25 44 
66 4994.159 6784.558 3 13 28 43 
67 4994.159 6784.558 4 12 28 58 
68 4994.159 6784.558 3 15 20 51 
69 4994.159 6784.558 4 10 27 50 
70 4994.159 6784.558 3 17 23 44 
71 4994.159 6784.558 3 12 25 45 
72 4994.159 6784.558 5 11 25 53 
73 4994.159 6784.558 4 19 22 40 
74 4994.159 6784.558 3 12 24 54 
75 4994.159 6784.558 3 9 22 56 
76 4994.159 6784.558 3 8 22 57 
77 4994.159 6784.558 3 19 27 58 
78 4994.159 6784.558 3 12 20 59 
79 4994.159 6784.558 3 12 22 59 
80 4994.159 6784.558 4 16 28 48 
81 4994.159 6784.558 5 11 21 40 
82 4994.159 6784.558 3 10 21 40 
83 4994.159 6784.558 3 19 29 50 
84 4994.159 6784.558 5 18 26 58 
85 4994.159 6784.558 3 16 21 55 
86 4994.159 6784.558 5 17 24 48 
87 4994.159 6784.558 4 19 29 43 
88 4994.159 6784.558 5 15 22 47 
89 4994.159 6784.558 5 15 23 43 
90 4994.159 6784.558 3 13 27 58 
91 4994.159 6784.558 3 13 29 41 
92 4994.159 6784.558 4 12 21 44 
93 4994.159 6784.558 5 18 24 51 
94 4994.159 6784.558 4 16 24 58 
95 4994.159 6784.558 3 19 27 53 
96 4994.159 6784.558 5 14 27 48 
97 4994.159 6784.558 4 17 29 52 
98 4994.159 6784.558 4 16 27 51 
99 4994.159 6784.558 4 16 23 53 
100 4994.159 6784.558 3 9 22 46 
101 4994.159 6784.558 3 15 29 51 
102 4994.159 6784.558 5 19 27 49 
103 4994.159 6784.558 5 10 27 59 
104 4994.159 6784.558 3 19 21 41 
105 4994.159 6784.558 4 17 23 58 
106 4994.159 6784.558 4 16 20 51 
107 4994.159 6784.558 4 15 20 46 
108 4994.159 6784.558 4 11 26 52 
109 4994.159 6784.558 3 13 21 59 
110 4994.159 6784.558 4 14 27 56 
111 4994.159 6784.558 5 17 29 44 
112 4994.159 6784.558 5 8 24 45 
113 4994.159 6784.558 5 16 25 59 
114 4994.159 6784.558 3 12 28 55 
115 4994.159 6784.558 4 19 23 57 
116 4994.159 6784.558 3 11 21 59 
117 4994.159 6784.558 4 15 24 49 
118 4994.159 6784.558 3 12 28 48 
119 4994.159 6784.558 5 19 22 40 
