T X Y S0 S1 S2 S3 
0 7552.693 8776.949 3 12 26 42 
1 7549.8 8789.725 5 18 23 40 
2 7548.929 8794.574 4 17 21 51 
3 7523.277 8826.042 5 14 22 53 
4 7510.461 8839.952 5 19 21 54 
5 7486.439 8870.308 3 12 28 47 
6 7473.568 8887.054 5 17 26 48 
7 7460.959 8905.88 4 10 26 46 
8 7451.6 8922.036 4 10 21 40 
9 7443.266 8938.615 3 9 21 58 
10 7430.902 8966.314 4 18 25 44 
11 7418.389 9004.354 3 14 23 48 
12 7415.58 9012.071 5 18 29 56 
13 7401.726 9050.945 3 13 22 49 
14 7383.84 9094.978 5 8 25 53 
15 7376.949 9114.326 5 10 26 53 
16 7371.495 9131.672 3 8 25 50 
17 7358.133 9169.879 5 11 20 54 
18 7338.251 9223.408 3 19 29 46 
19 7329.869 9245.291 3 11 20 56 
20 7322.605 9270.143 4 9 20 42 
21 7318.54 9300.766 3 15 27 46 
22 7317.556 9324.228 4 15 26 47 
23 7317.062 9357.476 4 18 21 57 
24 7317.622 9386.987 4 10 27 46 
25 7318.999 9414.029 4 8 28 52 
26 7320.09 9447.555 3 17 23 59 
27 7321.449 9464.934 4 15 23 58 
28 7323.632 9481.08 4 13 27 53 
29 7327.379 9501.829 4 14 23 44 
30 7331.949 9521.766 3 13 25 40 
31 7335.882 9539.546 5 16 29 41 
32 7341.696 9558.561 3 10 22 47 
33 7351.082 9579.109 5 14 27 49 
34 7366.443 9604.718 5 16 22 51 
35 7400.951 9643.68 4 17 27 58 
36 7366.443 9604.718 4 16 26 52 
37 7351.082 9579.109 3 17 22 54 
38 7341.696 9558.561 3 14 26 52 
39 7335.882 9539.546 4 11 26 49 
40 7331.949 9521.766 4 16 23 52 
41 7327.379 9501.829 4 10 27 43 
42 7323.632 9481.08 3 18 23 49 
43 7321.449 9464.934 5 18 28 56 
44 7320.09 9447.555 3 16 23 43 
45 7318.999 9414.029 5 19 27 41 
46 7317.622 9386.987 3 19 28 52 
47 7317.062 9357.476 4 14 23 53 
48 7317.556 9324.228 3 13 21 43 
49 7318.54 9300.766 3 11 23 51 
50 7322.605 9270.143 3 11 26 45 
51 7329.869 9245.291 3 14 26 44 
52 7338.251 9223.408 5 9 28 41 
53 7358.133 9169.879 3 10 25 41 
54 7371.495 9131.672 5 10 24 51 
55 7376.949 9114.326 4 13 25 55 
56 7383.84 9094.978 3 16 22 44 
57 7401.726 9050.945 3 14 27 52 
58 7415.58 9012.071 5 12 25 42 
59 7418.389 9004.354 3 9 21 57 
60 7430.902 8966.314 4 12 29 42 
61 7443.266 8938.615 3 14 21 55 
62 7451.6 8922.036 3 8 21 48 
63 7460.959 8905.88 3 12 25 50 
64 7473.568 8887.054 3 18 20 59 
65 7486.439 8870.308 5 15 20 55 
66 7510.461 8839.952 3 12 20 51 
67 7523.277 8826.042 4 13 29 45 
68 7548.929 8794.574 4 17 21 54 
69 7549.8 8789.725 3 10 22 48 
70 7552.693 8776.949 5 14 21 46 
71 7549.8 8789.725 4 16 24 44 
72 7548.929 8794.574 3 12 27 56 
73 7523.277 8826.042 3 8 28 59 
74 7510.461 8839.952 4 18 28 50 
75 7486.439 8870.308 3 13 23 55 
76 7473.568 8887.054 5 16 26 53 
77 7460.959 8905.88 3 19 21 45 
78 7451.6 8922.036 4 11 24 59 
79 7443.266 8938.615 5 15 25 54 
80 7430.902 8966.314 5 19 28 43 
81 7418.389 9004.354 5 16 23 54 
82 7415.58 9012.071 5 8 28 51 
83 7401.726 9050.945 4 17 26 43 
84 7383.84 9094.978 5 19 28 48 
85 7376.949 9114.326 4 10 27 49 
86 7371.495 9131.672 3 16 26 58 
87 7358.133 9169.879 3 13 26 57 
88 7338.251 9223.408 3 18 25 47 
89 7329.869 9245.291 5 19 28 40 
90 7322.605 9270.143 3 10 28 45 
91 7318.54 9300.766 5 19 22 53 
92 7317.556 9324.228 5 9 28 50 
93 7317.062 9357.476 5 15 24 49 
94 7317.622 9386.987 3 18 28 47 
95 7318.999 9414.029 4 9 24 42 
96 7320.09 9447.555 5 19 29 46 
97 7321.449 9464.934 3 10 23 50 
98 7323.632 9481.08 5 12 29 54 
99 7327.379 9501.829 4 13 23 51 
100 7331.949 9521.766 5 8 29 44 
101 7335.882 9539.546 4 9 21 47 
102 7341.696 9558.561 5 18 27 49 
103 7351.082 9579.109 5 9 23 43 
104 7366.443 9604.718 5 8 26 43 
105 7400.951 9643.68 3 16 24 47 
106 7366.443 9604.718 5 14 28 53 
107 7351.082 9579.109 5 18 22 44 
108 7341.696 9558.561 5 15 21 52 
109 7335.882 9539.546 4 18 25 41 
110 7331.949 9521.766 5 15 29 48 
111 7327.379 9501.829 5 19 27 57 
112 7323.632 9481.08 5 16 20 58 
113 7321.449 9464.934 5 14 20 53 
114 7320.09 9447.555 3 19 24 53 
115 7318.999 9414.029 5 19 27 55 
116 7317.622 9386.987 4 18 29 55 
117 7317.062 9357.476 4 10 20 47 
118 7317.556 9324.228 5 16 26 59 
119 7317.556 9324.228 4 19 27 42 
