T X Y S0 S1 S2 S3 
1 4111.928 5978.406 4 18 24 45 
2 4199.441 6063.015 3 8 23 48 
3 4287.169 6153.194 4 9 22 44 
4 4320.543 6187.497 4 15 21 46 
5 4334.009 6201.341 4 12 24 45 
6 4370.272 6237.713 4 12 20 54 
7 4443.972 6311.646 3 19 24 51 
8 4580.284 6447.527 5 9 25 57 
9 4617.754 6484.777 5 9 23 44 
10 4656.361 6523.584 3 16 26 59 
11 4678.948 6545.489 5 19 22 55 
12 4722.609 6583.918 4 17 29 54 
13 4814.431 6647.344 4 11 27 42 
14 4839.088 6663.912 3 18 23 44 
15 4880.372 6691.322 4 16 27 45 
16 4887.744 6696.214 5 11 23 51 
17 4890.388 6697.971 5 16 27 48 
18 4920.543 6717.997 3 18 25 46 
19 5002.339 6772.316 3 15 28 46 
20 5022.958 6786.004 4 19 24 48 
21 5068.838 6815.137 3 16 23 47 
22 5075.318 6819.251 5 17 24 58 
23 5078.61 6821.509 5 10 29 56 
24 5089.501 6828.97 5 17 28 43 
25 5116.555 6847.495 3 17 27 45 
26 5127.439 6854.456 5 9 27 41 
27 5136.807 6860.449 4 18 27 44 
28 5146.009 6866.442 5 8 20 53 
29 5155.456 6872.781 3 16 24 53 
30 5157.882 6874.404 5 16 24 44 
31 5186.774 6894.753 3 13 29 53 
32 5218.046 6918.382 3 13 28 58 
33 5221.355 6920.883 4 10 22 59 
34 5241.036 6935.683 3 19 29 53 
35 5276.948 6962.693 4 12 21 52 
36 5288.916 6971.7 4 15 23 56 
37 5304.963 6983.764 5 18 27 52 
38 5318.559 6993.994 4 9 23 58 
39 5349.087 7016.956 5 14 25 44 
40 5360.344 7027.075 5 15 28 45 
41 5402.747 7065.214 5 19 25 51 
42 5411.763 7073.332 4 15 20 48 
43 5422.399 7082.661 4 17 21 40 
44 5483.474 7136.279 5 11 29 46 
45 5495.624 7146.943 5 12 28 40 
46 5508.64 7158.407 3 19 22 54 
47 5531.539 7178.578 5 13 22 49 
48 5553.309 7197.759 5 18 22 55 
49 5577.731 7220.665 5 16 25 46 
50 5609.83 7247.496 4 11 25 49 
51 5637.254 7272.037 3 16 26 57 
52 5652.539 7284.257 4 11 22 48 
53 5637.254 7272.037 4 14 26 43 
54 5609.83 7247.496 5 17 21 40 
55 5577.731 7220.665 5 13 23 48 
56 5553.309 7197.759 4 19 22 50 
57 5531.539 7178.578 3 19 26 49 
58 5508.64 7158.407 3 12 23 52 
59 5495.624 7146.943 3 8 28 44 
60 5483.474 7136.279 5 11 25 50 
61 5422.399 7082.661 3 18 21 53 
62 5411.763 7073.332 5 9 26 48 
63 5402.747 7065.214 3 19 26 55 
64 5360.344 7027.075 5 12 20 58 
65 5349.087 7016.956 5 15 20 59 
66 5318.559 6993.994 4 13 26 54 
67 5304.963 6983.764 3 19 24 57 
68 5288.916 6971.7 5 9 26 48 
69 5276.948 6962.693 5 10 21 54 
70 5241.036 6935.683 5 19 23 55 
71 5221.355 6920.883 3 12 24 40 
72 5218.046 6918.382 5 13 22 51 
73 5186.774 6894.753 4 12 23 43 
74 5157.882 6874.404 5 15 27 58 
75 5155.456 6872.781 5 11 22 59 
76 5146.009 6866.442 4 12 29 46 
77 5136.807 6860.449 5 17 23 45 
78 5127.439 6854.456 3 18 27 53 
79 5116.555 6847.495 5 18 20 50 
80 5089.501 6828.97 4 16 23 57 
81 5078.61 6821.509 5 9 29 45 
82 5075.318 6819.251 5 10 21 46 
83 5068.838 6815.137 3 8 22 59 
84 5022.958 6786.004 4 18 29 57 
85 5002.339 6772.316 4 17 29 40 
86 4920.543 6717.997 4 17 20 49 
87 4890.388 6697.971 3 19 20 44 
88 4887.744 6696.214 5 12 25 42 
89 4880.372 6691.322 4 17 22 43 
90 4839.088 6663.912 3 15 25 58 
91 4814.431 6647.344 3 16 23 57 
92 4722.609 6583.918 4 15 29 48 
93 4678.948 6545.489 5 13 22 51 
94 4656.361 6523.584 5 14 24 42 
95 4617.754 6484.777 5 17 24 48 
96 4580.284 6447.527 3 9 22 51 
97 4443.972 6311.646 5 10 21 43 
98 4370.272 6237.713 5 8 20 58 
99 4334.009 6201.341 3 19 23 43 
100 4320.543 6187.497 4 14 29 49 
101 4287.169 6153.194 3 16 20 47 
102 4199.441 6063.015 4 16 28 41 
103 4111.928 5978.406 4 11 22 50 
104 4048.982 5917.549 5 19 27 58 
105 4111.928 5978.406 5 17 22 43 
106 4199.441 6063.015 4 12 27 46 
107 4287.169 6153.194 4 8 21 40 
108 4320.543 6187.497 5 18 22 55 
109 4334.009 6201.341 5 11 29 42 
110 4370.272 6237.713 4 11 27 43 
111 4443.972 6311.646 3 14 28 43 
112 4580.284 6447.527 5 10 22 42 
113 4617.754 6484.777 4 13 23 50 
114 4656.361 6523.584 5 11 27 41 
115 4678.948 6545.489 4 19 29 52 
116 4722.609 6583.918 4 16 24 51 
117 4814.431 6647.344 4 9 20 56 
118 4839.088 6663.912 4 9 29 59 
119 4839.088 6663.912 3 10 25 56 
